trafic_id;time_id;zone_id;vitesse_kmh;temps_trajet_min;congestion_index;source_sensor
9851;30996;8;42.02;18.34;1;sensorB
9852;31103;4;41,22;23.09;1;sensorA
9853;1274;3;32,44;28.33;2;sensorA
9854;10570;2;31.58;22.93;2;sensorB
9855;5578;2;39.65;20.84;1;sensorB
9856;9147;8;19,57;22,75;3;
9857;28468;6;43,93;14.52;1;sensorB
9858;16457;1;26,06;29.34;2;sensorB
9859;30000;8;13,56;25,06;4;sensorA
9860;18023;8;33.84;11.33;2;
9861;31780;1;23,67;14,61;3;sensorB
9862;24984;10;42.82;22,65;1;sensorA
9863;9101;3;23,75;22.08;3;sensorB
9864;34117;6;34.08;33.05;2;
9865;32426;4;37.19;9,34;1;sensorA
9866;6536;7;39,40;13.48;1;sensorB
9867;32271;8;27.93;-5.00;2;sensorB
9868;33137;3;42,43;19,92;1;sensorA
9869;1156;10;24,72;12,67;3;sensorA
9870;34879;3;34.33;6,44;2;sensorA
9871;19645;10;17.89;14,50;3;
9872;18591;4;26.16;21.41;2;sensorB
9873;7088;2;39,09;18.06;9;sensorB
9874;33426;5;23.79;21.02;3;sensorB
9875;11245;10;22,37;29,07;3;
9876;18625;3;0.50;22,72;5;sensorB
9877;1851;1;23.89;19.23;3;sensorB
9878;4392;7;21,64;23,20;3;
9879;13102;7;19,75;19.31;3;sensorB
9880;963;4;27.15;11,78;2;sensorA
9881;24290;7;29,69;18.35;2;sensorA
9882;12438;6;10,76;11.63;4;sensorA
9883;19482;1;30.56;19.82;2;sensorA
9884;2992;5;27.66;24,61;2;sensorB
9885;21925;3;22,77;18,72;3;sensorA
9886;14705;7;28.83;9.21;2;sensorB
9887;21514;1;36,06;12.15;1;sensorB
9888;29077;2;19.67;24,85;3;sensorA
9889;1194;10;36.23;14,03;9;sensorA
9890;12633;10;21.22;13.08;3;sensorB
9891;32361;6;13,47;24,22;4;sensorB
9892;6424;8;34.56;13,39;2;sensorA
9893;7859;6;50,80;22.19;1;sensorB
9894;5765;1;19,68;19,23;3;sensorB
9895;32725;8;50,73;21,42;1;sensorB
9896;18599;10;30,87;13,22;2;
9897;2445;4;12,47;21.96;4;sensorB
9898;20505;4;22,30;23,35;3;sensorB
9899;29058;3;37.07;18.17;1;sensorB
9900;29446;8;12,22;16.99;4;
9901;883;10;30.99;11,73;2;sensorB
9902;27889;4;34,65;21.99;2;sensorA
9903;16869;10;28,13;19.21;2;sensorA
9904;20544;8;22.97;23.22;3;sensorB
9905;21028;8;42,09;21,56;1;sensorB
9906;32061;1;25,99;9,96;2;sensorB
9907;19631;8;6,21;8,06;4;sensorA
9908;23903;4;32.92;24,30;2;sensorB
9909;7043;3;21,55;24.93;3;sensorB
9910;639;7;40,14;19,04;1;sensorB
9911;26599;3;26.08;15.21;2;sensorB
9912;27002;3;29.79;17.52;2;sensorB
9913;3564;1;22.40;20.68;3;sensorB
9914;25212;4;33,96;9.97;2;sensorA
9915;4770;4;24,59;19,93;3;sensorA
9916;1766;2;25.70;12.13;2;
9917;6391;7;35,51;25.12;1;sensorA
9918;13586;7;48,99;12.09;1;sensorA
9919;30270;9;37,41;16,81;1;sensorB
9920;32131;7;29,58;17,43;2;sensorB
9921;19967;3;25.80;14.37;2;sensorB
9922;29247;3;37,61;31,87;1;sensorB
9923;30019;8;35,10;23.95;1;sensorB
9924;19639;999;17.44;26.46;3;sensorB
9925;7236;7;29,03;14.73;2;sensorB
9926;27162;4;15.37;12,46;3;sensorA
9927;4853;3;55,35;13,75;1;sensorB
9928;4007;4;34.35;17.05;2;
9929;2717;1;29,85;17.26;2;sensorB
9930;22030;2;33,96;21,31;2;sensorA
9931;32152;2;15.21;15,56;3;
9932;10909;7;27.23;23.42;2;sensorB
9933;16389;2;28,37;18,50;2;
9934;14741;1;31,34;26,50;2;
9935;6296;8;24.13;19,90;3;
9936;6932;7;28.47;20.76;2;sensorA
9937;14183;10;25.75;15.67;2;sensorA
9938;17424;5;35.52;15,30;1;sensorB
9939;21073;7;23,25;16.93;3;
9940;22529;6;42.69;20.30;1;sensorB
9941;25523;8;19,46;9.18;3;sensorA
9942;11933;9;23.88;22,21;3;sensorA
9943;17148;5;43.82;24.64;1;sensorB
9944;19401;1;39,79;15.15;1;sensorB
9945;6410;3;40,15;16,60;9;sensorA
9946;22588;1;42.68;16.36;1;sensorB
9947;13095;4;28.65;22,26;2;
9948;9878;5;22.67;18.50;3;sensorA
9949;5387;4;26,01;19,93;2;sensorA
9950;6736;7;25.42;18,14;2;sensorA
9951;8471;8;46,71;22.18;1;sensorB
9952;12183;1;23,86;9,56;3;sensorA
9953;23408;6;33.58;18,53;2;sensorB
9954;18560;1;29,58;28.03;2;sensorB
9955;25439;4;31,04;13,66;2;sensorA
9956;16727;7;41,75;23,23;1;sensorA
9957;24260;6;20.02;16,41;3;sensorB
9958;29544;10;39,47;6.69;1;sensorB
9959;4919;4;19,31;14.24;3;sensorB
9960;20971;3;35,81;23,19;1;sensorB
9961;16593;7;27.85;12.72;2;sensorB
9962;18709;2;39,13;23,24;1;sensorA
9963;22115;3;20,84;5.29;3;sensorA
9964;4128;4;11.35;13,60;4;sensorB
9965;7003;10;23,11;21,52;3;sensorA
9966;33462;8;12,63;14,44;4;sensorB
9967;29873;1;29,71;24.24;2;sensorA
9968;17987;8;19,40;17,84;3;sensorB
9969;6909;8;21,26;19,10;3;
9970;1739;10;24,70;20.17;3;sensorB
9971;6038;8;29.68;25,87;2;sensorB
9972;7827;4;29.80;23,79;2;sensorA
9973;6438;10;18.49;17.37;3;sensorA
9974;32384;4;18,65;16,15;3;sensorB
9975;9375;6;29.64;17.08;2;sensorB
9976;22222;4;21.75;8.00;3;sensorB
9977;27608;1;30.38;21.15;2;sensorA
9978;20090;10;46.75;14.39;1;sensorB
9979;31686;4;39.98;15,90;1;sensorA
9980;15099;2;26.14;23,95;2;sensorA
9981;33906;8;39.03;18,57;1;sensorB
9982;31712;7;31.83;21,18;2;sensorB
9983;3804;7;25.77;21.74;2;sensorB
9984;1527;7;28,01;18.65;2;sensorA
9985;32484;9;29.37;9,96;2;sensorB
9986;9433;7;19.25;21.26;3;sensorB
9987;34099;1;33.44;25.49;2;sensorB
9988;11214;8;29.85;18,44;2;sensorB
9989;2410;7;18.96;14,85;3;sensorB
9990;34531;7;4.92;16.02;5;sensorB
9991;30270;8;999,00;23,46;2;sensorA
9992;5057;4;39.05;21,45;1;sensorB
9993;34445;2;18,00;24.43;3;sensorA
9994;1917;4;26,66;23.99;2;sensorA
9995;23235;7;21.50;17.25;3;sensorB
9996;10850;10;13,73;14.19;4;sensorB
9997;4578;1;37,11;29,17;1;sensorA
9998;34574;1;30.72;6.96;2;sensorA
9999;30011;7;25.49;8,36;2;sensorA
10000;32730;3;40,68;15,02;1;sensorA
10001;27696;10;25,43;23,11;2;sensorA
10002;21493;1;20.74;13,77;3;sensorB
10003;30783;1;23,68;21,32;3;
10004;9677;7;28,15;10.20;2;sensorB
10005;17830;8;35,79;17,62;1;sensorA
10006;13958;10;48,88;20.73;1;sensorB
10007;32527;8;16,50;20.84;3;sensorB
10008;3078;5;19,91;9,27;3;sensorB
10009;10167;2;29,70;16,36;2;sensorA
10010;29805;9;38,02;9,68;1;sensorB
10011;27155;7;44.09;16,68;1;sensorA
10012;34826;8;2.20;24,48;5;sensorB
10013;14432;7;24.10;15.62;3;sensorA
10014;22589;10;35.34;18.89;1;
10015;3143;7;36,60;10.53;1;sensorB
10016;2121;6;11,20;14,57;4;sensorA
10017;25691;2;39.28;20.33;1;
10018;10110;5;21,32;20.26;3;sensorA
10019;22118;2;42.02;22.62;1;sensorB
10020;10388;8;28.57;23,09;2;sensorA
10021;8152;2;31.76;33.75;2;sensorB
10022;26849;9;999,00;14,59;2;sensorA
10023;19327;4;28,83;19.82;9;sensorA
10024;32685;1;25,49;3.44;2;sensorA
10025;8554;6;35,83;18,11;1;sensorA
10026;13775;1;7,71;19.58;4;sensorA
10027;4061;4;25,29;19.75;2;sensorB
10028;4552;5;23.57;16.35;3;sensorB
10029;25748;7;26.43;12,67;2;sensorB
10030;26997;2;30.89;23,54;2;sensorB
10031;22701;4;19.51;-5,00;3;sensorA
10032;10920;3;27.53;17,47;2;sensorA
10033;22349;2;22.13;17,20;3;sensorA
10034;29288;9;18,54;16,20;3;sensorB
10035;8765;7;29,32;16,93;2;sensorA
10036;19637;10;24.34;22.83;3;sensorB
10037;4138;1;23.68;20,79;3;sensorB
10038;26601;5;33,16;8,62;2;sensorA
10039;8288;7;22,52;15,69;3;sensorB
10040;31257;6;50,79;17.36;1;sensorA
10041;7508;1;19,83;24,39;3;sensorA
10042;4076;2;20,25;24.20;3;sensorA
10043;7197;10;19.31;24.78;3;sensorA
10044;5199;10;9.29;27,86;4;sensorB
10045;23932;5;32.42;14,19;2;sensorA
10046;8197;9;25.40;11,72;2;sensorA
10047;18023;2;22.63;12,19;3;sensorB
10048;15608;9;25,20;24.64;2;sensorB
10049;28829;10;36.23;25.81;1;sensorA
10050;30143;2;50,24;25,58;1;sensorA
10051;19653;4;22.66;6,99;3;sensorA
10052;24529;10;32,91;9,28;2;sensorB
10053;27072;6;30,07;9.04;2;sensorA
10054;9042;10;19.68;20,29;3;sensorA
10055;6109;8;39,74;20.07;1;sensorA
10056;24067;5;21.22;31,75;3;sensorB
10057;27843;8;38,67;19,71;1;sensorA
10058;13952;5;23.07;19.26;3;sensorA
10059;27429;9;23.08;32,20;3;
10060;12359;5;30,24;20.74;2;sensorA
10061;18920;3;38,85;26.53;9;
10062;23467;6;34,98;21.65;2;sensorA
10063;444;4;25,92;20.24;2;sensorA
10064;33411;8;16,99;20.25;3;sensorB
10065;34008;5;35,25;14.72;1;sensorB
10066;14708;2;39.21;32.51;1;sensorB
10067;34887;8;31,78;24.44;2;sensorB
10068;25984;1;50.72;20.53;1;sensorA
10069;6415;4;24,32;20.11;3;
10070;32396;7;37,43;10.48;1;sensorA
10071;34601;6;18,30;18,67;3;sensorA
10072;33445;8;33.92;15.68;2;sensorB
10073;13386;4;25,79;31,21;2;sensorB
10074;34985;7;26.43;16.31;2;sensorB
10075;13834;3;38,30;23,66;1;
10076;19081;5;21,02;18,41;3;sensorB
10077;30681;4;20.51;19,47;3;sensorB
10078;8976;1;36,95;11.85;1;sensorA
10079;20283;10;9.21;23.09;4;sensorA
10080;20094;8;13.57;30,13;4;sensorB
10081;25974;7;29,47;12.57;2;sensorA
10082;25043;6;7.95;13,49;4;sensorA
10083;30695;5;12,62;15.25;4;sensorA
10084;32178;9;32,25;21,86;2;sensorA
10085;18022;1;36,52;25.66;1;sensorA
10086;24423;1;43,20;14.38;1;sensorB
10087;26527;9;33.54;18.65;2;sensorB
10088;21193;5;23,13;21.95;3;sensorA
10089;7970;3;28,28;16,42;2;sensorA
10090;19244;1;35,42;28.30;1;
10091;8070;1;21.44;14,84;3;sensorB
10092;12385;7;36.67;17,49;1;sensorA
10093;16990;5;34.46;21.74;2;sensorB
10094;5145;4;30.54;13.88;2;sensorA
10095;2461;5;29,95;12.14;2;sensorA
10096;23750;10;28,52;21,33;9;sensorB
10097;31616;7;39.17;19.55;1;sensorB
10098;13792;6;47.88;11.21;1;sensorB
10099;28715;4;25,44;11.02;2;sensorA
10100;13379;8;11,53;25.75;4;sensorA
10101;156;7;20,98;14.74;3;sensorB
10102;7728;5;29.95;26.71;2;sensorA
10103;16278;4;41.46;21,05;1;sensorA
10104;10503;5;23.93;25,53;9;sensorA
10105;10091;2;33,41;22,92;2;sensorA
10106;4888;10;26,24;17,93;2;sensorB
10107;12817;10;34.97;15,07;2;sensorA
10108;1377;2;20,56;13,40;3;sensorB
10109;19743;5;38,66;16,95;1;sensorB
10110;10526;9;25.88;18.41;2;sensorA
10111;17594;2;36,67;17.30;1;sensorB
10112;25369;4;9.06;14.75;4;sensorA
10113;18326;5;39,86;35.35;1;sensorB
10114;14112;10;14,32;-5,00;4;sensorB
10115;7918;5;18,39;7.47;3;sensorA
10116;24393;4;29.01;10.10;2;sensorA
10117;4934;9;26,19;6.22;2;
10118;14792;8;37,70;17.85;1;sensorB
10119;31720;8;27.31;24,32;2;sensorA
10120;2563;6;25,25;23.25;2;sensorB
10121;34924;7;24.45;19,61;3;
10122;3327;8;13.27;12,41;4;sensorB
10123;11817;6;22,62;21.59;3;sensorA
10124;6561;3;23,88;16.15;3;sensorA
10125;20329;9;22,19;15.86;3;sensorB
10126;32307;4;2,87;15.35;5;sensorA
10127;16931;10;34,42;15,87;2;sensorA
10128;28539;8;14.89;10.24;4;sensorB
10129;16034;3;30,90;18,03;2;sensorA
10130;22316;9;31.53;18,01;2;sensorB
10131;2275;5;36.74;25.09;1;sensorB
10132;4325;3;41,46;25.56;1;
10133;29359;6;40.77;19.30;1;sensorB
10134;8829;6;31,21;15.13;2;sensorA
10135;10912;10;35.50;17.65;1;sensorA
10136;29045;5;20,17;19,82;3;
10137;18609;5;9.70;12.41;4;sensorB
10138;24537;9;22.04;18,06;3;
10139;7062;5;24,21;22.03;3;sensorA
10140;30606;3;27,60;20,63;2;sensorB
10141;6467;8;35.47;15.21;1;sensorB
10142;2676;1;39,98;18.11;1;sensorB
10143;5613;7;18.95;23.53;3;sensorB
10144;27890;6;28,26;27,24;2;sensorA
10145;31827;7;31,04;25,61;2;
10146;24457;5;30,84;2,11;2;sensorB
10147;14307;7;12.13;12,27;4;sensorA
10148;14071;3;12.44;23.39;4;sensorA
10149;2964;2;35,96;29,23;1;sensorA
10150;28234;7;27,93;21.33;2;sensorB
10151;6668;4;21,04;15,73;3;sensorB
10152;29138;8;16.46;29.75;3;sensorB
10153;1732;5;33.12;30.78;2;sensorA
10154;27536;2;27.91;21.99;2;sensorB
10155;11155;7;33.14;17.24;2;sensorA
10156;16777;7;34,04;15,23;2;sensorA
10157;17834;4;23,11;12,60;3;sensorA
10158;4246;6;22,78;28,86;3;sensorA
10159;17346;8;36,91;15.80;1;sensorB
10160;33854;1;22,71;18,71;3;sensorB
10161;17938;4;24,73;15.23;3;sensorB
10162;2075;2;27,58;21,03;2;sensorA
10163;13908;6;12,02;24,55;4;sensorB
10164;17208;9;38,55;16,22;1;sensorB
10165;19438;6;30.96;16.41;2;
10166;32442;4;21.53;13.16;3;
10167;16950;1;39,09;10,89;1;sensorB
10168;743;10;36.11;14.86;1;
10169;34752;3;29.07;24,27;2;sensorA
10170;14731;7;23.88;19.48;3;sensorA
10171;18253;9;31,99;27.29;2;sensorB
10172;9086;5;46.86;7.36;1;sensorB
10173;25838;1;16,75;15.08;3;sensorB
10174;26260;8;10,32;16,78;4;sensorA
10175;18482;10;26.44;25,50;2;sensorB
10176;457;7;41.39;16,72;1;sensorA
10177;21402;10;33,70;10,77;2;sensorB
10178;10445;10;31.42;18,71;2;sensorA
10179;13012;999;11,85;21.29;4;sensorA
10180;31476;1;49,54;20,55;1;sensorB
10181;26734;10;17.20;26,10;3;sensorB
10182;1039;1;28.21;22,41;2;sensorA
10183;23493;6;34,89;16.93;2;sensorB
10184;18860;8;22,03;19,98;3;sensorB
10185;10025;2;37,73;11,67;1;sensorB
10186;7924;10;47.07;20.51;1;sensorB
10187;2966;2;25.62;15,69;2;sensorB
10188;1553;3;42,65;9.76;1;sensorA
10189;7049;4;40.99;21,98;1;sensorB
10190;26001;6;17.68;26.64;3;
10191;8175;8;21,60;17.10;3;sensorA
10192;1460;4;42,16;18,90;1;sensorA
10193;22877;4;26,42;17,34;2;sensorB
10194;32693;9;33,75;29.31;2;sensorB
10195;16363;6;38.73;16.53;1;
10196;23410;1;21.60;19.24;3;sensorB
10197;9071;7;26.57;22,81;2;sensorA
10198;15502;7;34.88;13.50;2;sensorA
10199;24536;7;30.55;16,07;2;sensorB
10200;9806;4;31.31;12.73;2;sensorB
10201;30651;1;22,25;14,59;3;sensorB
10202;31755;9;32,44;29,94;2;sensorA
10203;9182;7;37,80;24,41;1;sensorB
10204;873;10;33,83;15,73;2;sensorB
10205;19236;7;27,16;24,85;2;sensorA
10206;810;1;24.37;26,51;3;sensorB
10207;14397;9;19,46;29.78;3;
10208;437;4;25,58;14.66;2;sensorA
10209;28237;7;36,55;19.77;1;sensorA
10210;13766;3;41.22;27.70;1;sensorA
10211;18310;8;27.16;13,22;2;
10212;13888;6;24,87;16.97;3;sensorB
10213;16035;7;37,25;16,56;1;sensorB
10214;17833;10;26.41;16,34;2;sensorA
10215;8882;8;19.51;23,43;3;sensorA
10216;6082;1;33,16;17.42;2;sensorB
10217;15919;5;26.39;18.43;2;sensorA
10218;553;3;29.65;18.43;2;sensorB
10219;29614;4;29.14;3.54;2;sensorA
10220;33572;10;9.45;13.95;4;sensorB
10221;23082;9;42,00;16,71;1;sensorA
10222;7917;4;18,45;22.96;3;sensorB
10223;955;7;34.70;8.40;2;sensorB
10224;17395;4;22,92;21.62;3;sensorB
10225;1093;6;37.18;12,62;1;sensorB
10226;20112;3;38,09;18,81;1;sensorA
10227;20530;2;45.68;22.75;1;sensorA
10228;26279;2;6,62;10,59;4;sensorA
10229;14211;3;30,10;10.70;2;sensorA
10230;4707;2;4,44;25.82;5;sensorA
10231;630;7;33,65;10,70;2;sensorB
10232;15363;9;33.52;21.94;2;sensorA
10233;16196;9;14,25;27,91;4;
10234;27186;7;28,41;18,10;2;sensorA
10235;30844;6;16,12;22.43;3;sensorA
10236;473;8;25,85;12.98;2;
10237;7807;3;56,85;13,97;1;sensorA
10238;18880;10;14,87;20,03;4;sensorA
10239;27648;5;30,35;23.47;2;sensorA
10240;31492;8;17,89;25.25;3;sensorB
10241;8551;2;33.71;16,96;2;
10242;19979;3;35,84;17.98;1;sensorA
10243;17020;8;53,78;23,49;1;sensorB
10244;2705;1;26,81;15.30;2;sensorB
10245;24851;4;13,77;16,96;4;
10246;7766;7;30,11;15,98;2;sensorB
10247;21938;6;34.38;11,92;2;
10248;5934;4;35.09;14,90;1;sensorA
10249;8613;9;22.82;20,78;3;sensorB
10250;16736;7;20,28;29.67;3;sensorA
10251;6134;2;18.50;15,09;3;sensorB
10252;4544;8;25,95;10.00;2;sensorB
10253;16420;9;22.07;19.09;3;sensorA
10254;4593;6;24,43;11.29;3;sensorA
10255;18137;8;29.90;2.70;2;sensorB
10256;6283;9;28,82;18,39;2;sensorB
10257;619;6;35,55;33.66;1;sensorB
10258;16870;7;33.28;15,71;2;sensorA
10259;9255;1;29.15;17,94;2;
10260;30074;5;15.81;22,27;3;sensorB
10261;28117;8;16,39;28.62;3;sensorB
10262;27064;8;0.50;6.48;5;sensorA
10263;31383;5;26,07;17,76;2;sensorB
10264;31744;5;31.55;14.10;2;sensorA
10265;31631;9;44,73;33.69;1;sensorA
10266;23865;9;37.66;29,66;1;sensorB
10267;16760;9;32,46;25.45;2;sensorB
10268;18038;1;35.21;14.04;1;sensorA
10269;1482;7;26,29;13,07;2;sensorB
10270;3969;6;17,60;30,77;9;sensorA
10271;355;9;35.53;22,02;1;sensorB
10272;29049;7;43,63;16.19;1;
10273;16120;3;47.14;24,59;1;sensorB
10274;21703;5;26,04;19.02;2;sensorA
10275;28000;3;20.63;3,86;3;sensorA
10276;23889;1;23.63;-5,00;3;sensorA
10277;13567;8;36.74;17,94;1;sensorA
10278;9621;6;30.52;26.35;2;sensorB
10279;32038;6;35,51;29.86;1;
10280;26239;4;38,73;28,33;1;sensorA
10281;15684;9;13,10;15,81;4;sensorA
10282;32687;7;28.34;7.80;2;sensorA
10283;24817;7;26,45;22,61;2;sensorA
10284;11348;3;40,94;24,16;1;sensorA
10285;25580;10;28,30;20,63;2;sensorA
10286;5682;9;23.19;10.01;3;
10287;22271;10;37,40;19,06;1;sensorB
10288;8805;3;24,98;15.11;3;sensorA
10289;24008;10;28,51;15,13;2;sensorB
10290;11702;4;24,84;7,85;3;sensorB
10291;22329;10;40,62;23,58;1;sensorB
10292;19887;9;24.46;16,97;3;sensorB
10293;26172;3;27,22;19.22;2;
10294;20015;3;59,42;11.36;1;sensorA
10295;23034;6;26,92;14,49;2;sensorA
10296;30001;9;25,60;19.56;2;sensorA
10297;17219;3;33.51;24.82;2;sensorB
10298;25326;10;20.79;18.29;3;sensorB
10299;34806;5;21,73;24.16;3;sensorB
10300;23938;5;34,80;14,10;2;sensorB
10301;32900;7;17,32;17,83;3;sensorB
10302;16289;10;34,87;5.10;2;
10303;9321;4;31.30;28,55;2;sensorA
10304;32519;2;25,61;23.06;2;sensorA
10305;25055;10;9,10;13.11;4;sensorA
10306;11737;1;18,76;19,57;3;sensorB
10307;24213;1;25,72;5,61;2;sensorB
10308;31421;4;34.54;18,74;2;sensorB
10309;22674;10;36,27;22.74;1;sensorA
10310;15188;6;26,90;6.74;2;sensorB
10311;9445;8;12.23;18.09;4;sensorA
10312;27899;7;15,93;17.61;3;sensorA
10313;20561;8;29.50;20,94;2;
10314;4873;5;38.20;11.08;1;sensorA
10315;24640;4;11.70;18,96;4;sensorB
10316;15715;8;27,84;12,51;2;sensorB
10317;33427;2;6.12;31.89;4;sensorA
10318;9456;9;15.21;3.42;3;sensorB
10319;11146;5;22.78;29,18;3;sensorA
10320;3796;3;16,44;22.92;3;sensorA
10321;11656;2;0.50;28.79;5;sensorA
10322;13733;4;42.82;13,71;1;sensorB
10323;28592;8;33.14;33.11;2;sensorA
10324;24261;3;33.44;23.71;2;sensorB
10325;27504;5;36.14;19,00;1;sensorA
10326;5907;3;41.97;12.51;1;sensorA
10327;2318;4;35,62;20,19;1;sensorA
10328;21281;5;26,44;13,80;2;sensorA
10329;8678;1;24,23;21,91;3;sensorB
10330;1745;2;47,97;22,23;1;sensorB
10331;21320;3;27,00;9.53;2;sensorA
10332;6861;8;42.00;24.96;1;sensorB
10333;12223;3;38,74;13.34;1;sensorA
10334;18803;1;40,62;23.91;1;sensorB
10335;5966;10;14.23;12.99;4;sensorA
10336;31224;7;21.91;16.95;3;sensorA
10337;3407;10;22.40;19.92;3;sensorB
10338;11698;10;36,80;20,96;1;sensorB
10339;6256;1;30.39;14,22;2;sensorA
10340;20321;6;37.29;22,93;1;sensorA
10341;28853;5;26.72;24.29;2;
10342;10623;6;38.07;18,43;1;sensorA
10343;26170;5;44,19;22,75;1;sensorA
10344;5715;1;39.30;14.19;1;sensorA
10345;2574;6;20,35;9,03;3;sensorA
10346;12434;3;18,15;8,78;3;sensorA
10347;16211;10;18,02;16.97;3;sensorB
10348;16862;1;28.14;17,81;2;sensorA
10349;8457;7;32,36;12.57;2;sensorB
10350;23319;2;18.57;21,42;3;sensorB
10351;33506;10;24.50;21,74;3;sensorB
10352;11383;5;29.31;19,97;2;sensorA
10353;15732;6;29,36;8.72;2;sensorA
10354;22064;6;38,39;24.83;1;sensorB
10355;30017;7;19.34;13.20;3;sensorB
10356;10384;6;30,70;25.77;2;sensorA
10357;4624;9;25,60;24.79;2;sensorB
10358;16985;4;29.32;20,92;2;sensorB
10359;27763;7;20,02;17,87;3;sensorA
10360;29061;10;19.39;9,22;3;sensorB
10361;16380;8;19,37;24,90;3;sensorB
10362;31403;3;29.81;20,53;2;sensorA
10363;987;1;26.35;21,12;2;sensorB
10364;7461;4;32.97;22.02;2;sensorB
10365;29417;5;27.46;9.21;2;sensorB
10366;34853;6;37.55;18.83;1;sensorB
10367;25275;4;17.09;14,45;3;sensorA
10368;14582;6;29.38;13.24;2;
10369;11960;1;14.15;18.42;4;sensorB
10370;34806;8;22.85;18,79;3;sensorB
10371;25068;10;34.39;22.09;2;sensorB
10372;26187;7;67,55;28,31;1;sensorA
10373;28727;2;32,43;18.14;2;sensorA
10374;15140;8;37.56;15.39;1;sensorB
10375;12827;6;31,69;20,67;2;sensorA
10376;26825;1;26,54;19.68;2;sensorA
10377;30208;5;28,66;15.01;2;sensorB
10378;29808;10;37,39;18.71;1;sensorB
10379;32616;7;22,45;23,02;3;sensorB
10380;33782;1;31,26;14.27;2;sensorB
10381;3401;6;31,57;19,74;2;sensorA
10382;23563;10;4.48;22,82;5;sensorB
10383;7178;5;17.61;18.38;3;sensorA
10384;17991;6;42.22;8,29;1;sensorA
10385;1473;2;32,14;26.52;2;sensorA
10386;13097;3;24,03;-5.00;3;sensorB
10387;27903;1;22,83;17,41;3;
10388;28288;10;37,20;13,83;1;sensorA
10389;32520;9;48,68;21.22;1;sensorA
10390;29717;2;13,65;18.74;4;
10391;24546;8;18.34;26,07;3;sensorA
10392;14354;7;20,66;13.11;3;sensorA
10393;16561;5;27,92;31,45;2;sensorA
10394;22042;6;27.93;16,69;2;sensorA
10395;11631;2;23,13;18.88;3;sensorA
10396;25752;2;50,60;15,59;1;sensorB
10397;18111;6;27,26;12.59;2;sensorA
10398;10333;8;31,90;6,51;2;sensorB
10399;16075;3;19,81;25.47;3;sensorA
10400;23493;10;25,05;16.92;2;sensorB
10401;25018;8;32.61;15,60;2;sensorB
10402;34202;6;41.34;23,09;1;sensorA
10403;4432;3;11.55;15,93;4;sensorA
10404;4051;9;38,42;19.49;1;sensorB
10405;21513;6;31,36;23,12;2;sensorA
10406;15091;4;34,40;8.39;2;sensorA
10407;28791;2;33.72;13,05;2;sensorB
10408;7673;8;24.07;17.25;3;sensorA
10409;29572;7;27,87;28,62;2;sensorA
10410;7885;2;21.89;7,51;3;sensorB
10411;9029;7;39.81;29.89;1;sensorB
10412;8668;7;20.30;26.42;3;sensorA
10413;21670;4;29.75;31.15;2;sensorA
10414;13674;7;30,97;19,45;2;sensorA
10415;3652;3;18.22;17,54;3;sensorA
10416;5793;4;29.11;24.94;2;
10417;13216;2;31,07;21,59;2;sensorA
10418;2266;3;31.56;4.69;2;sensorB
10419;3876;9;22.92;14,38;3;sensorB
10420;11676;5;31.70;20.34;2;sensorB
10421;476;4;23,41;23.08;3;sensorB
10422;1653;1;33,02;27,89;2;sensorB
10423;16838;7;40,52;18,28;1;sensorA
10424;11409;7;26,00;14.16;2;sensorA
10425;30170;10;22.18;15,62;3;sensorA
10426;33635;2;22.50;15.20;3;sensorB
10427;32080;4;39.17;19,05;1;
10428;33651;8;29.91;15,61;2;sensorB
10429;13416;2;44.78;3,99;1;sensorA
10430;2675;3;43.47;17,54;1;sensorB
10431;11497;1;32,23;18,95;2;
10432;33311;4;34,72;20,61;2;sensorB
10433;22471;2;38,03;21.14;1;sensorB
10434;32505;3;35,83;8,28;1;sensorA
10435;26892;3;10.93;29.24;4;sensorB
10436;17854;6;8,40;22,93;4;sensorB
10437;21278;5;38.42;17.81;1;sensorA
10438;14116;4;24,36;19,77;3;sensorB
10439;6749;5;20,69;12,80;3;sensorB
10440;5493;10;24,14;20,03;3;
10441;15549;9;29,97;15,07;2;sensorB
10442;19846;6;23.08;26,28;3;sensorA
10443;16967;6;22,19;11,73;3;sensorB
10444;16704;1;20.27;19.52;3;sensorA
10445;21893;8;32,62;5,11;2;sensorA
10446;17163;8;26.64;19,88;2;sensorA
10447;16437;2;16.90;11,41;3;sensorA
10448;13993;8;30,93;22,51;2;sensorB
10449;343;5;7,72;24,31;4;sensorA
10450;3545;2;29,11;18,97;2;sensorA
10451;34097;7;31,56;11,52;2;sensorB
10452;20925;5;36.60;13,25;1;sensorB
10453;13000;5;37.42;10.66;1;
10454;11047;5;11,81;18,33;4;sensorB
10455;10686;4;31,60;21.15;2;sensorB
10456;20756;10;9,50;18.64;4;sensorA
10457;17702;5;0,50;6.08;5;sensorB
10458;23556;8;36,09;18.30;1;sensorB
10459;21566;4;43,85;11,58;1;sensorA
10460;30721;2;29,70;14,49;2;sensorB
10461;28488;1;30,64;15,40;2;sensorB
10462;2012;4;25.77;21,81;2;sensorA
10463;24046;4;26,81;15.44;2;sensorB
10464;4119;2;45,05;23.89;1;sensorB
10465;25800;10;48,83;12,96;1;sensorB
10466;20394;9;16,23;13,08;3;sensorA
10467;8669;10;34.14;13,37;2;sensorA
