survey_id|time_id|zone_id|mode|stress_1_5|satisfaction_1_5|commentaire
1656|27800|7|métro|1|4|Insécurité ressentie la nuit
1657|6849|4|voiture|1|3|Correspondance ratée
1658|11772|4|voiture|2|4|Service interrompu
1659|20394|9|métro|3|3|Insécurité ressentie la nuit
1660|8440|4|bus|2|4|Bus bondé...
1661|13782|7|bus|1|3|Correspondance ratée
1662|12070|3|voiture|1|2|👍
1663|30508|8|métro|3|2|Retard > 30min!!!
1664|24488|3|vélo|3|4|Retard > 30min!!!
1665|22078|7|vélo|2|4|Clim en panne
1666|5490|9|bus|1|3|
1667|14923|7|bus||3|Null
1668|34816|4|bus|3|4|Trop de retard 😡
1669|3251|2|voiture|1|4|Retard > 30min!!!
1670|33092|9|tram|2|3|Retard > 30min!!!
1671|25570|10|tram|3|3|Insécurité ressentie la nuit
1672|16749|3|voiture|3|5|Insécurité ressentie la nuit
1673|7895|3|voiture|4|4|RAS
1674|19652|7|métro|3|3|Station sale
1675|644|9|vélo|3|4|Station sale
1676|5932|7|bus|2|2|Bus bondé...
1677|29791|4|bus|2|2|👍
1678|29397|4|bus|3|1|Bus bondé...
1679|31632|5|voiture|4|3|👍
1680|9667|6|métro|2|2|Clim en panne
1681|22183|7|voiture|5|2|Insécurité ressentie la nuit
1682|11200|5|bus|2|5|Bus bondé...
1683|23257|6|bus|1|3|👍
1684|12471|3|métro|3|3|"RAS|extra"
1685|33055|10|tram|4|2|Correspondance ratée
1686|30472|7|voiture|1|3|Bus bondé...
1687|7034|9|bus|2|3|Retard > 30min!!!
1688|31950|8|vélo|2|2|Retard > 30min!!!
1689|14588|3|voiture|4|4|RAS
1690|20658|7|voiture|2|3|Station sale
1691|18044|10|vélo|2|3|Null
1692|13959|4|vélo|3|3|Correspondance ratée
1693|21936|9|bus|3|2|Service interrompu
1694|22274|5|voiture|4|4|Bus bondé...
1695|30530|7|vélo|2|4|Retard > 30min!!!
1696|1531|5|métro|2|2|
1697|6264|9|voiture|2|2|Retard > 30min!!!
1698|13586|3|voiture|3|4|Station sale
1699|6510|8|tram|1|2|Service interrompu
1700|27750|1|tram|3|4|Station sale
1701|10396|6|bus|3|3|Service interrompu
1702|22385|3|vélo|3|4|Trop de retard 😡
1703|7577|4|vélo|1|3|Null
1704|8060|10|bus|1|1|Insécurité ressentie la nuit
1705|33885|9|métro|2|2|Insécurité ressentie la nuit
1706|26735|9|voiture|3|2|Insécurité ressentie la nuit
1707|31496|2|métro|2|2|Correspondance ratée
1708|16556|5|bus|2|3|Insécurité ressentie la nuit
1709|26229|2|tram|5|2|Trajet OK
1710|20959|10|bus|3|2|Bus bondé...
1711|7406|5|bus|1|3|Bus bondé...
1712|27546|3|voiture|2|2|"Trajet OK|extra"
1713|34891|2|métro|3|3|RAS
1714|30059|7|bus|3|2|Station sale
1715|27115|5|bus|3|2|Clim en panne
1716|33549|3|bus|3|2|Station sale
1717|3877|7|vélo|1|4|Null
1718|10285|2|bus|3|3|Bus bondé...
1719|5790|2|métro|4|2|RAS
1720|4036|8|tram|3|2|👍
1721|7533|3|métro|4|1|« Pas d'info »
1722|9476|5|voiture|2|2|Service interrompu
1723|28680|7|métro|1|2|Trajet OK
1724|7049|9|bus|2|2|Station sale
1725|32014|10|métro|5|3|RAS
1726|34020|8|bus|2|5|Clim en panne
1727|24579|10|voiture|3|4|👍
1728|16182|4|voiture|2|3|RAS
1729|10789|9|bus|3|2|Station sale
1730|16458|7|tram|1|2|Station sale
1731|1137|9|métro|1|4|« Pas d'info »
1732|1477|8|métro|1|3|Station sale
1733|24883|5|bus|2|4|👍
1734|16876|3|tram|2|2|"Trop de retard 😡|extra"
1735|6706|8|vélo|3|3|Service interrompu
1736|4068|5|métro|2|2|Correspondance ratée
1737|13436|7|tram|3|1|👍
1738|18081|10|vélo|3|3|
1739|27720|9|voiture|3|2|Correspondance ratée
1740|33143|7|bus|4|3|"|extra"
1741|1812|1|bus|1|3|Correspondance ratée
1742|1173|4|bus|4|2|Service interrompu
1743|9138|8|tram|1|3|Trajet OK
1744|13841|3|métro|2|3|Retard > 30min!!!
1745|9043|10|tram|1|3|Trajet OK
1746|6201|3|métro|1|1|Bus bondé...
1747|26220|7|bus|4|3|Insécurité ressentie la nuit
1748|14650|10|métro|2|1|Clim en panne
1749|13222|8|métro|2|1|Trop de retard 😡
1750|3327|7|tram|2|3|Trop de retard 😡
1751|27025|1|voiture|4|1|Insécurité ressentie la nuit
1752|17966|5|bus|3|2|Service interrompu
1753|33499|1|métro|3|2|Station sale
1754|11071|9|métro|3|1|
1755|30032|1|voiture|4|2|Station sale
1756|24758|6|bus|3|2|Trajet OK
1757|20469|5|métro|2|1|Insécurité ressentie la nuit
1758|9073|1|métro|2|4|👍
1759|31912|3|bus|1|4|👍
1760|27973|6|métro|2|2|Retard > 30min!!!
1761|20349|8|métro|3|2|Retard > 30min!!!
1762|20926|4|voiture|3|3|Correspondance ratée
1763|30920|5|voiture|2|3|👍
1764|1975|5|voiture|2|1|Trop de retard 😡
1765|31157|1|métro|3|2|
1766|10261|4|métro|2|3|Retard > 30min!!!
1767;27090;10;vélo;3;1;Bus bondé...
1768|9975|9|voiture|1|1|« Pas d'info »
1769|20298|5|métro|3|4|
1770|26293|8|tram|2|4|Station sale
1771|3071|6|tram|1|2|Null
1772|13632|4|bus||3|
1773|31457|9|voiture||2|Clim en panne
1774|1209|7|voiture|2|4|Station sale
1775|17691|2|métro|5|3|Null
1776|31443|5|bus|2|3|Insécurité ressentie la nuit
1777|26581|9|bus|2|2|Insécurité ressentie la nuit
1778|8066|7|métro|4|2|Trop de retard 😡
1779|31010|4|métro|2|5|
1780|30427|1|métro|2|1|Correspondance ratée
1781|18733|4|métro|1|2|RAS
1782|18701|9|bus|2|2|Correspondance ratée
1783|8589|4|métro|1|2|Trajet OK
1784|12742|5|bus|4|2|Trop de retard 😡
1785|20444|2|bus|2|3|Retard > 30min!!!
1786|23700|7|bus|2|5|Trajet OK
1787|15048|8|bus|3|3|
1788|1560|4|métro|3|2|Clim en panne
1789|5800|10|bus|2|1|
1790|17407|3|bus|3|3|Correspondance ratée
1791|20258|7|voiture|2|3|Station sale
1792|13353|1|bus|4|2|Trop de retard 😡
1793|19065|9|tram|3|4|Clim en panne
1794|35025|9|vélo|2|4|RAS
1795|28951|6|métro|3|2|Trajet OK
1796|9536|10|voiture|1|4|Trop de retard 😡
1797|11435|1|bus|1|2|Retard > 30min!!!
1798|10752|2|métro|4|3|
1799|7008|10|bus|3|4|Trop de retard 😡
1800|18956|6|vélo|2|3|Station sale
1801|26208|3|voiture|3|4|Trajet OK
1802|23148|7|tram|2|4|Insécurité ressentie la nuit
1803|12602|9|vélo|2|4|Retard > 30min!!!
1804|6776|4|métro|3|3|
1805|7549|6|tram|3|2|RAS
1806|2080|7|tram|3|2|
1807|20700|8|métro|2|2|Trajet OK
1808|23928|6|bus|2|2|Clim en panne
1809|10481|2|métro|3|2|👍
1810|19136|6|métro|2|1|RAS
1811|25314|3|voiture|3|4|« Pas d'info »
1812|6961|5|métro|2|2|Trop de retard 😡
1813|2997|3|voiture|2|3|Station sale
1814|19082|3|bus|3|2|Null
1815|29788|7|bus|1|3|Trajet OK
1816|1792|6|bus|2|3|Clim en panne
1817|17748|2|voiture|3|2|Correspondance ratée
1818|1589|9|voiture|3|1|RAS
1819|20783|5|voiture|2|2|Bus bondé...
1820|18213|9|tram|2|1|Correspondance ratée
1821|2071|4|bus|1|1|
1822|6856|1|voiture|3|2|« Pas d'info »
1823|2086|6|bus|2|2|« Pas d'info »
1824|13591|9|métro|2|3|Correspondance ratée
1825|1714|5|tram|2|2|Trajet OK
1826|10613|9|métro|2|2|Clim en panne
1827|10260|7|métro|2|2|Correspondance ratée
1828|22601|8|tram|3|3|Service interrompu
1829|5836|1|voiture|4|4|Trajet OK
1830|6535|7|voiture|2|3|Insécurité ressentie la nuit
1831|23648|10|métro|3|2|Bus bondé...
1832|1420|9|voiture|4|1|« Pas d'info »
1833|31189|2|métro|4|5|Bus bondé...
1834|21664|3|vélo|2|3|Clim en panne
1835|23578|5|métro|4|1|Trajet OK
1836|8229|8|métro|3|5|Clim en panne
1837|20426|1|bus|1|2|RAS
1838|25565|1|bus|3|4|Insécurité ressentie la nuit
1839|20249|5|tram|3|4|Null
1840|25331|8|bus|1|4|Bus bondé...
1841|26171|6|métro|3|3|Station sale
1842|23400|5|tram|3|1|Station sale
1843|2012|7|voiture|3|1|Retard > 30min!!!
1844|28148|3|voiture|3|4|👍
1845|33062|7|métro|3|3|Station sale
1846|31056|3|tram|2|3|Station sale
1847|1178|10|voiture|3|3|Trajet OK
1848|18127|5|bus||3|Retard > 30min!!!
1849|28240|9|voiture|2|2|« Pas d'info »
1850|26766|9|métro|2|3|
1851|4180|9|métro|3|4|Retard > 30min!!!
1852|1612|9|vélo|2|3|Insécurité ressentie la nuit
1853|28958|6|voiture|2|2|
1854|32119|999|bus|3|2|Trajet OK
1855|18354|3|tram|4|4|Clim en panne
1856|9176|5|tram|4|2|Bus bondé...
1857|10050|3|vélo|3|3|RAS
1858|5401|1|métro|2|3|« Pas d'info »
1859;30446;3;tram;2;4;Retard > 30min!!!
1860|1914|3|bus|1|1|« Pas d'info »
1861|24646|6|vélo|2|3|Service interrompu
1862|20759|5|métro|2|2|RAS
1863|32948|9|voiture|4|3|Insécurité ressentie la nuit
1864|20108|9|bus|3|3|Trop de retard 😡
1865|2395|1|bus|4|5|Station sale
1866|15995|10|tram|3|2|Trop de retard 😡
1867|30466|8|bus|1|2|Correspondance ratée
1868|33531|7|métro|3|1|Null
1869|16270|8|voiture|4|2|Null
1870|23545|3|bus|4|3|Trajet OK
1871;6792;3;vélo;3;3;Service interrompu
1872|26898|1|vélo|2|1|Bus bondé...
1873|7816|10|bus|2|2|Trajet OK
1874|11818|4|bus|2|2|👍
1875|19501|5|voiture|4|1|« Pas d'info »
1876|9466|4|voiture|4|1|« Pas d'info »
1877|4162|3|voiture|1|2|Retard > 30min!!!
1878|24175|6|voiture|4|3|Clim en panne
1879|4056|4|tram|1|1|Correspondance ratée
1880|4200|9|tram|3|1|Retard > 30min!!!
1881|4668|2|tram|4|4|« Pas d'info »
1882|2489|8|tram||3|Insécurité ressentie la nuit
1883|1569|8|tram|2|3|RAS
1884|27097|3|métro|4|2|
1885|19404|4|tram|1|4|Trajet OK
1886|30696|6|bus|3|2|Trajet OK
1887|748|2|tram|3|4|Service interrompu
1888|8037|3|voiture|1|3|Insécurité ressentie la nuit
1889|26900|6|métro|2|2|« Pas d'info »
1890|16254|6|métro|4|4|👍
1891|7591|3|tram|1|1|
1892;21611;7;métro;3;3;RAS
1893|19531|999|tram|3|1|Service interrompu
1894|26495|4|bus|3|3|Insécurité ressentie la nuit
1895|13931|8|métro|3|2|« Pas d'info »
1896|28202|3|bus|2|4|RAS
1897|11358|4|métro|3|2|« Pas d'info »
1898|13809|2|bus|2|4|Bus bondé...
1899|9785|2|métro|4|2|Bus bondé...
1900|30187|10|bus|2|2|Service interrompu
1901|16855|7|voiture|3|3|Service interrompu
1902|25649|8|bus|1|1|Station sale
1903|2640|7|bus|2|1|RAS
1904|958|7|métro|3|2|Station sale
1905|26909|2|métro|5|3|Trop de retard 😡
1906|30692|4|voiture|2|5|Trajet OK
1907|17208|5|bus|4|3|Insécurité ressentie la nuit
1908|19331|8|bus|1|1|Insécurité ressentie la nuit
1909|22045|2|tram|2|1|Clim en panne
1910|4761|9|métro|3|2|Clim en panne
1911|29857|2|métro|4|4|« Pas d'info »
1912|34115|9|voiture|3|3|RAS
1913|20853|7|tram|3|2|Trop de retard 😡
1914|10179|8|voiture|2|4|Retard > 30min!!!
1915|24299|6|métro|2|3|Retard > 30min!!!
1916|8007|2|vélo|2|4|Correspondance ratée
1917|17902|8|bus|2|1|Station sale
1918|5572|10|tram|3|3|Bus bondé...
1919|18780|4|métro|3|2|Trop de retard 😡
1920|5628|8|voiture|1|3|
1921|30835|8|tram|1|1|Trop de retard 😡
1922|19903|6|tram|2|2|Correspondance ratée
1923|25464|9|voiture|3|3|Trop de retard 😡
1924|31925|5|tram|1|3|Station sale
1925|5802|7|métro|3|2|Insécurité ressentie la nuit
1926|24897|8|métro|2|3|Correspondance ratée
1927|7438|6|bus|3|3|Trop de retard 😡
1928|1639|7|bus|4|2|Service interrompu
1929|23156|5|métro|2|3|👍
1930|16269|10|bus|4|1|👍
1931|27931|1|métro|3|1|Bus bondé...
1932|14157|7|bus|2|3|Station sale
1933|26575|6|bus|3|2|Bus bondé...
1934|15748|9|métro|3|3|Null
1935|24577|8|vélo|2|3|Retard > 30min!!!
1936|14160|4|bus|4|3|Station sale
1937|32374|2|tram|1|1|Trop de retard 😡
1938|24513|9|voiture|2|2|Station sale
1939|13700|4|métro|4|2|Retard > 30min!!!
1940|30256|10|métro|4|2|Service interrompu
1941|6570|6|voiture|3|2|Null
1942|3768|10|bus|1|3|Retard > 30min!!!
1943|1344|9|tram|2|1|Clim en panne
1944|9734|8|bus|4|3|Retard > 30min!!!
1945|33373|10|bus|1|2|Null
1946|5954|5|métro|2|3|Trajet OK
1947|27111|6|métro|2|4|
1948|12725|9|bus|4|3|
1949|17560|7|voiture|1|3|Bus bondé...
1950|33710|2|tram|1|2|👍
1951|1305|6|bus|3|2|« Pas d'info »
1952|32467|5|métro|2|3|Station sale
1953|14370|7|métro|4|3|Bus bondé...
1954|21404|7|métro|3|3|Retard > 30min!!!
1955|1232|7|vélo|3|2|
1956|21356|8|bus|2|1|Clim en panne
1957|31477|2|voiture|5|3|RAS
1958|30246|5|voiture|4|4|Clim en panne
1959|6753|1|bus|2|1|Trajet OK
1960|1116|4|métro|3|4|Trop de retard 😡
1961|27911|5|vélo|2|3|Clim en panne
1962|20088|6|voiture|4|4|Trajet OK
1963|14495|7|bus|3|2|Insécurité ressentie la nuit
1964|1862|10|vélo|1|3|Service interrompu
1965|34481|10|métro|4|2|Clim en panne
1966|23704|4|métro|3|4|RAS
1967|25193|1|tram|3|2|RAS
1968;17963;1;bus;3;1;RAS
1969|32420|10|voiture|2|2|Null
1970|23859|4|métro|3|2|Bus bondé...
1971|22988|3|vélo|3|3|Retard > 30min!!!
1972|31788|8|bus|3|3|Null
1973|34697|8|métro|3|4|RAS
1974|26591|9|tram|1|2|Bus bondé...
1975|20169|9|bus|1|3|Station sale
1976|241|5|bus|2|2|Retard > 30min!!!
1977|14897|1|voiture|1|3|👍
1978|12841|4|voiture|2|2|« Pas d'info »
1979|22965|5|vélo|3|1|Trajet OK
1980|19650|10|bus|3|2|👍
1981|34608|10|bus|1|3|Retard > 30min!!!
1982|2609|5|bus|4|2|Station sale
1983|14807|4|métro|4|3|Correspondance ratée
1984|12118|8|voiture|2|1|RAS
1985|26856|9|bus|1|4|Null
1986|29092|10|tram|2|4|Null
1987|30968|10|métro|3|2|« Pas d'info »
1988|22344|4|vélo|1|1|RAS
1989|27727|6|métro|4|3|Insécurité ressentie la nuit
1990|14119|1|métro|2|2|Insécurité ressentie la nuit
1991|21454|8|bus|3|2|Correspondance ratée
1992|33172|4|voiture|4|3|RAS
1993|12350|10|voiture|3|3|Correspondance ratée
1994|28579|9|métro|3|2|Trop de retard 😡
1995|18917|10|métro|2|1|Correspondance ratée
1996|28200|7|bus|3|3|Retard > 30min!!!
1997|23824|5|bus|3|2|Service interrompu
1998|4966|3|bus|2|2|Insécurité ressentie la nuit
1999|27788|1|voiture|2|3|"Insécurité ressentie la nuit|extra"
2000|12843|2|tram|2|3|Correspondance ratée
2001|16743|9|bus|2|2|Clim en panne
2002|3389|7|bus|2|2|RAS
2003|32219|9|tram|3|3|Insécurité ressentie la nuit
2004|24680|3|tram|3|3|👍
2005|20171|6|bus|3|4|Retard > 30min!!!
2006|8511|6|métro|3|2|Retard > 30min!!!
2007|3913|5|voiture|2|2|Service interrompu
2008|1528|2|bus|3|2|Service interrompu
2009|25232|9|bus|2|2|Trop de retard 😡
2010|9467|9|tram|2|3|Bus bondé...
2011|7597|5|bus|2|1|« Pas d'info »
2012|6835|9|vélo|3|1|Null
2013|34166|6|métro|4|1|« Pas d'info »
2014|10944|7|voiture|2|4|« Pas d'info »
2015|27869|6|métro|1|3|Clim en panne
2016|16706|9|bus|2|2|RAS
2017|13376|1|bus|2|3|« Pas d'info »
2018|15135|10|vélo|2|1|Bus bondé...
2019|18807|10|bus|3|4|RAS
2020|19446|6|voiture|4|3|Correspondance ratée
2021|2212|1|bus|2|4|Station sale
2022|21271|5|métro|3|1|Retard > 30min!!!
2023|34937|3|bus|4|4|Insécurité ressentie la nuit
2024|25540|4|bus|2|3|Null
2025|26916|10|métro|2|3|👍
2026|19423|3|voiture|2|2|Clim en panne
2027|2855|9|tram|5|2|« Pas d'info »
2028|4617|4|vélo|3|2|Bus bondé...
2029|22182|10|bus|1|2|Clim en panne
2030|27090|5|bus|3|3|Bus bondé...
2031|6159|7|voiture|2|1|Retard > 30min!!!
2032|29098|6|bus|2|3|Clim en panne
2033|3027|2|tram|3|1|Trop de retard 😡
2034|25093|4|métro|2|3|Correspondance ratée
2035|25295|9|métro|1|2|Trajet OK
2036|12959|6|métro|2|3|👍
2037|21680|2|voiture|4|2|Trop de retard 😡
2038|18957|5|métro|2|2|Service interrompu
2039|31971|4|voiture|2|2|Trajet OK
2040|33646|2|bus|2|1|👍
2041|19339|2|métro|1|2|Clim en panne
2042|28636|4|tram|4|3|Insécurité ressentie la nuit
2043|10455|10|vélo|1|2|Service interrompu
2044|23787|5|métro|4|2|"RAS|extra"
2045|5453|2|vélo|1|2|Correspondance ratée
2046|17058|1|bus|2|3|Clim en panne
2047|2279|7|bus|4|3|RAS
2048|18808|3|bus|4|2|Bus bondé...
2049|9986|9|métro||4|Station sale
2050|7149|1|voiture|5|3|Trajet OK
2051|34545|5|métro|3|1|Bus bondé...
2052|25777|10|bus|4|2|RAS
2053|23420|8|bus|1|2|Null
2054|17831|6|métro|2|2|Clim en panne
2055|12123|10|voiture|4|1|« Pas d'info »
2056|26231|2|tram|2|4|Station sale
2057|9038|3|tram|1|1|Trajet OK
2058|2183|6|tram|3|3|Trajet OK
2059|33539|4|bus|1|2|Correspondance ratée
2060|13780|5|vélo|3|3|"Trajet OK|extra"
2061|13497|9|bus|2|2|Clim en panne
2062|9750|10|vélo|4|2|Null
2063|1389|2|métro|3|2|Trajet OK
2064;14754;5;tram;4;2;Correspondance ratée
2065|25639|3|tram|2|2|Clim en panne
2066|24254|7|métro|2|3|Insécurité ressentie la nuit
2067|15732|8|bus|3|2|Null
2068|24195|3|vélo|2|1|Service interrompu
2069|11796|8|métro|2|3|Retard > 30min!!!
2070|20537|9|métro|4|2|Correspondance ratée
2071|26645|6|métro|2|2|Service interrompu
2072|5939|1|voiture|2|2|Bus bondé...
2073|23740|9|tram|2|5|Service interrompu
2074|17933|10|tram|2|3|Correspondance ratée
2075|2905|10|bus|4|5|Correspondance ratée
2076|20984|6|métro|3|4|Null
2077|24887|10|bus|1|4|Station sale
2078|6641|10|bus|1|4|Trop de retard 😡
2079|8509|8|bus|4|1|Trop de retard 😡
2080|19712|4|voiture|4|3|👍
2081;30502;9;tram;2;3;RAS
2082|18926|10|bus||2|Bus bondé...
2083;30630;4;voiture;3;3;Trajet OK
2084|21914|10|métro|2|2|Null
2085|29001|4|tram|1|4|Retard > 30min!!!
2086|5891|10|voiture|3|3|« Pas d'info »
2087|15|4|vélo|2|3|RAS
2088|20198|9|voiture|2|2|Clim en panne
2089|26334|1|bus|3|3|Trajet OK
2090|24873|10|voiture|2|2|Trajet OK
2091|6294|5|métro|3|2|Station sale
2092|27430|1|tram|5|2|Insécurité ressentie la nuit
2093;26791;1;vélo;2;3;« Pas d'info »
2094|678|8|métro|2|4|
2095|16575|3|bus||2|Correspondance ratée
2096|33668|7|bus|3|3|Insécurité ressentie la nuit
2097|18058|5|tram|4|2|« Pas d'info »
2098|11664|2|voiture|2|3|Station sale
2099|15665|5|métro|2|3|Station sale
2100|5282|6|tram|4|3|Retard > 30min!!!
2101|21578|9|tram|3|4|Null
2102|3967|6|tram|2|3|Clim en panne
2103|34115|9|tram|2|4|Bus bondé...
2104|28890|1|voiture|3|1|RAS
2105|24406|6|tram|2|1|Trop de retard 😡
2106|2191|6|tram|1|3|Correspondance ratée
2107|26602|5|métro|2|4|Trajet OK
2108|21481|10|métro|3|4|Trop de retard 😡
2109|24807|7|bus|1|3|👍
2110;10076;10;métro;3;4;« Pas d'info »
2111|22331|9|vélo|3|2|Correspondance ratée
2112|26135|2|métro|3|3|Service interrompu
2113|11859|4|métro|3|4|Insécurité ressentie la nuit
2114|8326|8|métro||2|« Pas d'info »
2115|9504|9|bus|1|1|Service interrompu
2116|32150|8|bus|3|2|« Pas d'info »
2117|16179|1|tram|3|2|Bus bondé...
2118|19938|7|tram|2|3|Service interrompu
2119|34274|5|voiture|3|4|Trajet OK
2120|20461|10|voiture|2|2|Service interrompu
2121|17589|10|métro|1|4|« Pas d'info »
2122|22393|1|voiture|4|5|Insécurité ressentie la nuit
2123|12335|8|voiture|2|1|Insécurité ressentie la nuit
2124|7872|9|tram|3|5|Station sale
2125|17905|1|voiture|3|3|« Pas d'info »
2126|14725|5|voiture|3|2|Correspondance ratée
2127|21236|3|bus|2|2|« Pas d'info »
2128|14028|10|métro|3|1|Service interrompu
2129|8467|4|bus|2|3|Trop de retard 😡
2130|20852|7|tram|4|3|« Pas d'info »
2131|32979|3|métro|3|3|« Pas d'info »
2132|26857|6|bus|3|2|Station sale
2133|292|1|voiture|2|1|"Correspondance ratée|extra"
2134|28447|10|voiture|3|2|
2135|34955|5|bus|2|3|👍
2136|17823|3|bus|2|2|Bus bondé...
2137|24040|3|voiture|2|4|Insécurité ressentie la nuit
2138|32566|4|métro|1|3|👍
2139|5860|4|métro|3|3|Insécurité ressentie la nuit
2140|335|10|vélo|2|3|👍
2141|5797|10|voiture|2|2|« Pas d'info »
2142|14807|4|bus|1|2|Station sale
2143|22339|3|voiture|2|1|Trop de retard 😡
2144|12035|7|bus|1|3|Service interrompu
2145|33984|8|tram|3|2|Retard > 30min!!!
2146|965|2|métro|3|1|RAS
2147|23405|3|voiture|3|3|Retard > 30min!!!
2148|20026|3|voiture|3|5|Clim en panne
2149|24512|8|voiture|2|3|Service interrompu
2150|30661|1|métro|2|3|Correspondance ratée
2151|32964|2|voiture|3|3|Clim en panne
2152|8256|9|métro|3|2|👍
2153|29249|1|bus|1|2|Clim en panne
2154|24521|5|tram|3|2|Retard > 30min!!!
2155|23407|10|tram|2|3|Clim en panne
2156|19967|5|métro|2|3|"Trop de retard 😡|extra"
2157|24678|1|bus||4|Retard > 30min!!!
2158|14485|2|vélo|4|4|Insécurité ressentie la nuit
2159|13403|8|métro|1|3|Null
2160|11158|7|tram|3|3|Retard > 30min!!!
2161|5999|4|bus|3|2|Service interrompu
2162|18637|1|vélo|3|3|« Pas d'info »
2163|10025|7|métro|3|2|Insécurité ressentie la nuit
2164|6717|6|bus|2|2|Trajet OK
2165|13730|6|bus|1|1|Trajet OK
2166|30065|10|bus||5|Correspondance ratée
2167|32392|10|bus|3|3|Clim en panne
2168|20781|4|métro|2|2|Retard > 30min!!!
2169|17148|4|bus|4|1|Clim en panne
2170|24142|5|voiture|4|3|Station sale
2171|29037|5|vélo|3|3|Correspondance ratée
2172|6438|3|bus|3|4|Retard > 30min!!!
2173|16967|10|bus||3|Service interrompu
2174|8719|8|métro|2|2|Null
2175|28676|1|métro||2|👍
2176|18015|4|bus|2|4|« Pas d'info »
2177|18377|1|vélo|4|4|👍
2178|14335|4|métro|3|1|👍
2179|18891|10|voiture|2|2|Station sale
2180|12409|7|bus|4|1|Trajet OK
2181|10397|3|vélo|1|4|Clim en panne
2182|25374|7|tram|3|3|Service interrompu
2183;34729;10;bus;2;2;
2184|8849|2|voiture|4|4|RAS
2185|3742|10|bus|2|3|Trop de retard 😡
2186|6851|5|métro|3|4|Correspondance ratée
2187|9854|3|voiture|1|2|
2188|28023|4|bus|3|3|Correspondance ratée
2189|2959|10|bus|3|3|Bus bondé...
2190|5658|3|vélo|4|2|« Pas d'info »
2191|20900|7|voiture|2|2|Insécurité ressentie la nuit
2192|31698|5|vélo|2|1|
2193|25877|10|voiture|2|3|
2194|9798|4|bus|1|2|Insécurité ressentie la nuit
2195|6322|8|voiture|5|1|Null
2196|5397|3|tram|4|2|Retard > 30min!!!
2197|12656|9|voiture|4|3|Station sale
2198|11302|10|tram|4|2|"Service interrompu|extra"
2199|7336|10|métro|2|4|"Station sale|extra"
2200|22182|9|métro|3|2|Bus bondé...
2201|8117|7|tram|3|3|Retard > 30min!!!
2202|24748|8|voiture|3|4|
2203|22930|1|voiture|1|4|Null
2204|20046|6|voiture||3|RAS
2205|29867|2|bus|1|2|Retard > 30min!!!
2206|34942|8|bus|3|3|Retard > 30min!!!
2207|25915|3|bus|4|3|Trajet OK
2208|34995|7|métro|2|2|Retard > 30min!!!
2209|8940|4|voiture|3|3|Trop de retard 😡
2210|31484|6|tram|2|3|Trajet OK
2211|34658|5|voiture|2|3|Station sale
2212|19691|7|métro|2|4|Insécurité ressentie la nuit
2213|25295|10|bus|2|3|Retard > 30min!!!
2214|25208|3|vélo|4|1|Trop de retard 😡
2215|19891|7|tram|3|1|
2216|21632|9|métro|1|3|RAS
2217|21924|6|bus|3|4|Service interrompu
2218|30165|6|voiture|1|3|Service interrompu
2219|28241|10|voiture|3|3|Null
2220|31937|6|voiture|2|4|Service interrompu
2221|24668|8|tram|2|2|RAS
2222|20617|1|voiture|3|2|Bus bondé...
2223|34261|2|tram|1|3|Insécurité ressentie la nuit
2224|26745|10|tram|4|4|« Pas d'info »
2225|5877|8|vélo|3|2|Trajet OK
2226|32260|1|bus|1|4|"Correspondance ratée|extra"
2227|26269|3|bus|2|2|Station sale
2228|15085|1|bus|1|4|
2229|14744|6|vélo||3|Service interrompu
2230|8290|8|vélo|4|2|Clim en panne
2231|1117|9|voiture|2|2|Insécurité ressentie la nuit
2232|14796|7|bus|3|2|
2233|14299|6|tram||1|« Pas d'info »
2234|19373|4|métro|3|1|Bus bondé...
2235|4349|9|métro|3|3|Clim en panne
2236|17674|6|voiture|2|3|Bus bondé...
2237|31890|10|tram|2|2|Service interrompu
2238|4119|8|vélo|3|3|Service interrompu
2239|33997|1|métro|1|4|Trop de retard 😡
2240|17281|3|vélo|1|3|Trajet OK
2241|24466|2|bus|3|2|Station sale
2242;6909;6;bus;1;2;Insécurité ressentie la nuit
2243|34555|5|voiture|2|1|👍
2244|6553|8|tram|2|5|RAS
2245|7380|4|vélo|4|2|Insécurité ressentie la nuit
2246|33332|2|métro|3|4|
2247|11151|3|métro|3|4|RAS
2248|3012|7|bus|2|2|RAS
2249|5748|5|bus|5|3|Insécurité ressentie la nuit
2250|3675|4|vélo|4|3|Service interrompu
2251|9995|3|vélo|3|4|Trajet OK
2252|5449|8|métro|4|2|Trajet OK
2253|29670|2|voiture|4|3|Trajet OK
2254|27183|9|voiture|3|2|Clim en panne
2255|5431|1|tram|3|2|« Pas d'info »
2256|325|3|tram|1|2|
2257|12120|2|voiture|2|2|RAS
2258|21784|6|bus|2|2|Trop de retard 😡
2259|30072|2|bus|3|4|« Pas d'info »
2260|15986|2|métro|3|2|
2261|17419|1|métro||3|
2262|26524|1|bus|3|2|Trop de retard 😡
2263|1268|3|voiture|2|2|Correspondance ratée
2264|17885|7|bus|2|5|
2265|10876|9|bus|2|3|Clim en panne
2266|7829|1|bus|3|1|"Correspondance ratée|extra"
2267|3868|3|métro|1|4|RAS
2268|20576|3|vélo|4|1|Correspondance ratée
2269|21699|10|voiture|2|3|Trajet OK
2270|31002|1|tram|2|2|Service interrompu
2271|29406|10|bus|2|5|Correspondance ratée
