event_id,time_id,line_id,stop_id,heure_theorique,heure_reelle,retard_s,annule,charge_estimee,vehicle_id
389,24104.0,5,S1005,07:00:00,07:05:18,318.0,0,25,V00289
390,33214.0,5,S1178,21:00:00,21:04:09,249.0,0,106,
391,7011.0,13,S1053,02:00:00,02:03:26,206.0,0,77,V00378
392,28433.0,7,S1114,16:00:00,16:00:44,44.0,0,45,
393,16585.0,8,S1094,00:00:00,23:59:32,-28.0,0,57,
394,12018.0,3,S1079,17:00:00,17:03:45,225.0,0,24,V00544
395,15555.0,4,S1131,02:00:00,01:56:38,-202.0,0,22,
396,1097.0,14,S1164,16h00,16:06:09,369.0,0,8,V00586
397,7718.0,5,S1037,13:00:00,13:02:17,137.0,0,35,V00135
398,28999.0,14,S1155,06:00:00,06:02:15,135.0,0,38,
399,21355.0,10,S1041,18h00,18:05:50,350.0,0,62,V00095
400,24241.0,4,S1119,00:00:00,23:47:27,-753.0,0,80,V00371
401;11539.0;2;S1067;18:00:00;18:05:34;334.0;0;25;
402,14634.0,5,S1149,17:00:00,16:58:42,-78.0,0,34,V00142
403,31757.0,5,S1042,04:00:00,04:02:20,140.0,0,62,V00462
404,13402.0,5,S1020,09:00:00,08:59:04,-56.0,0,61,V00339
405,31644.0,15,S1167,11:00:00,11:00:44,44.0,0,35,V00673
406,21340.0,12,S1081,03:00:00,02h59,-9.0,0,58,V00751
407,26427.0,12,S1094,02:00:00,02:08:07,487.0,0,32,
408,5476.0,10,S1025,03:00:00,03:05:00,300.0s,0,61,
409,27670.0,8,S1071,21:00:00,21:06:33,393.0,0,52,
410,16208.0,12,S1140,07:00:00,07:01:13,73.0,0,79,V00708
411,9471.0,13,S1175,14:00:00,14h08,492.0,0,30,V00535
412,33324.0,3,S1038,11h00,11:01:31,91.0,0,70,
413,1188.0,13,S1129,11:00:00,10:54:19,-341.0,0,33,V00599
414,21498.0,15,S1178,17:00:00,17:03:12,192.0,0,64,V00144
415,16446.0,1,S1173,05:00:00,05:05:52,352.0,0,39,V00605
416,4887.0,15,S1132,14:00:00,14:01:38,98.0,0,9,V00036
417,13487.0,8,S1154,22:00:00,22:00:07,7,0,0,48,
418,12710.0,14,S1077,13:00:00,13:06:40,400.0,0,67,
419,33012.0,15,S1126,11:00:00,11:05:10,310.0,0,35,
420,18973.0,7,S1159,12:00:00,12:01:44,104.0,0,74,
421,11040.0,11,S1090,23:00:00,23:08:43,523.0,0,53,V00019
422,23520.0,5,S1076,23:00:00,23:01:07,67.0,0,17,
423,29207.0,3,S1149,22:00:00,21:54:56,-304.0,0,32,V00487
424,16353.0,1,S1171,08:00:00,08:02:51,171.0,0,41,V00367
425,17457.0,15,S1155,08:00:00,07h55,-265.0,0,59,V00718
426,28202.0,3,S1065,01:00:00,01h09,555.0,0,24,V00320
427,16719.0,4,S1054,14:00:00,13:56:25,-215.0,0,40,
428,9284.0,10,S1080,19:00:00,19:06:23,383.0,0,19,
429,5956.0,7,S1027,03:00:00,03:07:05,425.0,0,56,
430,17293.0,10,S1070,12:00:00,12:07:09,429.0,0,13,
431,5005.0,5,S1095,12:00:00,12:09:24,564.0,0,33,V00035
432,12061.0,5,S1158,12:00:00,12:05:27,327.0,0,65,
433,14049.0,13,S1138,08:00:00,08:06:06,366.0,0,66,
434,28502.0,7,S1017,13:00:00,13:02:24,144.0,0,34,V00022
435,10507.0,14,S1055,18:00:00,18:00:02,2.0,0,63,V00613
436,22296.0,1,S1034,23:00:00,22:56:05,-235.0,0,60,V00652
437,21502.0,8,S1109,21:00:00,,nan,1,72,
438,4597.0,5,S1141,12:00:00,12:00:11,11.0,0,46,V00077
439,13105.0,5,S1178,00h00,00:06:52,412.0,0,52,
440,845.0,4,S1115,04:00:00,,nan,1,74,V00494
441,10172.0,15,S1094,19:00:00,19:00:39,39.0,0,49,V00069
442,3434.0,2,S1030,01h00,01:03:30,210.0,0,7,V00749
443,16104.0,3,S1157,23:00:00,23:12:12,732.0,0,70,V00319
444,13050.0,5,S1094,17:00:00,17:01:32,92.0,0,29,V00327
445,24969.0,7,S1095,08:00:00,08:03:41,221.0,0,49,V00140
446,22806.0,5,S1075,05:00:00,05:02:02,122.0,0,68,V00075
447,34760.0,3,S1035,07:00:00,07:04:05,245.0,0,65,
448,34387.0,5,S1044,18:00:00,18:00:08,8.0,0,53,V00078
449,22102.0,11,S1143,21:00:00,21:08:16,496.0,0,37,V00464
450,4794.0,3,S1087,17:00:00,17:02:59,179.0,0,50,
451;28695.0;14;S1125;14:00:00;13:59:15;-45.0;0;51;V00560
452,23636.0,2,S1056,19:00:00,18:58:48,-72.0,0,54,
453,407.0,9,S1062,22:00:00,22:07:51,471.0,0,26,
454,23101.0,13,S1000,12:00:00,12:00:40,40.0,0,39,
455,13675.0,4,S1133,18:00:00,17:50:59,-541.0,0,31,
456,30902.0,7,S1108,13h00,13:09:46,586.0,0,46,
457,32697.0,15,S1056,08:00:00,07:55:47,-253.0,0,29,V00377
458,6952.0,9,S1029,15:00:00,14:55:02,-298.0,0,24,
459,34603.0,5,S1131,18:00:00,18:02:51,171.0,0,66,V00755
460,6939.0,8,S1003,02:00:00,02:04:43,283.0,0,44,V00046
461,17746.0,3,S1150,09:00:00,09:02:13,133.0,0,35,V00755
462,9184.0,5,S1091,15:00:00,15:07:31,451.0,0,68,
463,26815.0,5,S1107,06:00:00,,nan,1,43,V00755,"note multi
ligne"
464,1658.0,5,S1132,01:00:00,00:59:02,-58.0,0,56,V00721
465,4175.0,12,S1088,22:00:00,22:08:41,521.0,0,31,
466,141.0,9,S1124,20h00,20:02:43,163.0,0,46,
467,11003.0,14,S1140,10:00:00,10:00:14,14.0,0,26,V00133
468,10487.0,5,S1042,22h00,22:03:06,186.0,0,48,V00813
469,18783.0,10,S1053,14h00,14:00:46,46.0,0,31,V00350
470,15328.0,10,S1141,15:00:00,15:01:11,71.0,0,58,V00361
471,18137.0,7,S1002,16:00:00,15:58:13,-107.0,0,51,
472,34644.0,2,S1116,11:00:00,11:11:03,663.0,0,76,
473,5096.0,10,S1054,07:00:00,07:02:08,128.0,0,36,
474,28568.0,3,S1177,07:00:00,07:02:20,140.0,0,48,
475,16610.0,13,S1054,01:00:00,01:02:54,174.0,0,57,
476,29762.0,5,S1086,01:00:00,01:04:09,249.0,0,53,V00087
477,29496.0,2,S1107,23:00:00,23:02:58,178.0,0,13,
478,24000.0,5,S1173,23:00:00,23:02:36,156.0,0,33,
479,5294.0,9,S1063,13:00:00,13:10:01,601,0,0,46,V00702
480,18377.0,13,S1027,16:00:00,16:07:01,421.0,0,46,V00485
481,31268.0,12,S1098,19h00,19:02:08,128.0,0,36,
482,19639.0,5,S1097,06:00:00,05:58:29,-91.0,0,51,V00080
483,29883.0,2,S1040,02:00:00,02:03:02,182.0,0,57,V00893
484,18490.0,8,S1171,09:00:00,09:03:46,226.0,0,40,V00878
485,4083.0,3,S1084,02:00:00,02:10:02,602.0,0,20,
486,20645.0,10,S1011,04:00:00,03:59:28,-32.0,0,71,V00428
487,11231.0,9,S1164,22h00,21:59:27,-33.0,0,53,
488,34907.0,5,S1144,10:00:00,09:54:59,-301.0,0,68,
489,24166.0,11,S1113,21:00:00,20:55:40,-260.0,0,65,V00810
490,6028.0,12,S1094,03:00:00,03:05:28,328.0,0,93,V00031
491,6468.0,15,S1049,11:00:00,11:04:41,281.0,0,1,
492,22220.0,15,S1006,19:00:00,19:03:47,227.0,0,35,V00885
493,1775.0,5,S1099,22:00:00,22:06:06,366.0,0,53,
494,9985.0,2,S1140,00:00:00,00:03:47,227.0,0,20,V00512
495,18309.0,13,S1094,20:00:00,20:05:28,328.0,0,53,V00587
496,2489.0,2,S1081,16:00:00,16:01:48,108.0,0,56,
497,28789.0,14,S1132,12:00:00,12:03:44,224.0,0,39,V00015
498,32239.0,7,S1079,06:00:00,05:59:28,-32.0,0,30,V00640
499,8878.0,10,S1035,21:00:00,21:02:21,141.0,0,32,
500,29142.0,7,S1149,05h00,05:02:19,139.0,0,43,V00679
501;27303.0;3;S1003;14h00;13:59:47;-13.0;0;55;
502,4969.0,8,S1052,00:00:00,00:03:07,187.0,0,21,V00392
503,29253.0,7,S1119,20:00:00,19:56:41,-199.0,0,28,
504,10249.0,9,S1137,00:00:00,00:06:50,410.0,0,0,
505,28023.0,3,S1117,14:00:00,14:08:37,517.0,0,51,V00389
506,10485.0,5,S1074,20:00:00,19:59:43,-17.0,0,28,V00597
507,31409.0,7,S1147,16:00:00,16:01:22,82.0,0,85,V00013
508,6474.0,10,S1161,17:00:00,17:04:21,261.0,0,43,
509,16660.0,4,S1150,03:00:00,03:02:01,121.0,0,46,V00624
510,34680.0,15,S1052,23:00:00,22:55:22,-278.0,0,72,
511,33678.0,15,S1174,05:00:00,05:06:02,362.0,0,48,
512,22213.0,2,S1149,12:00:00,,nan,1,12,V00074
513,4677.0,5,S1017,20:00:00,20:04:22,262.0,0,41,V00083
514,22997.0,11,S1139,04:00:00,04:08:19,499.0,0,40,V00093
515,22388.0,13,S1167,19:00:00,18:57:17,-163.0,0,73,
516,8160.0,13,S1178,23:00:00,23:04:03,243.0,0,46,V00655
517,26897.0,14,S1143,16:00:00,16:02:25,145.0,0,49,
518,13223.0,11,S1010,22:00:00,22:03:45,225.0,0,58,V00119
519,14482.0,1,S1061,09h00,09:02:42,162.0,0,33,V00264
520,13653.0,4,S1175,20:00:00,20:04:48,288.0,0,37,
521,33705.0,11,S1171,08:00:00,07:57:14,-166.0,0,32,V00427
522,19008.0,4,S1132,23:00:00,22:59:48,-12.0,0,43,V00746
523,5407.0,5,S1137,06:00:00,05:55:30,-270.0,0,42,
524,18036.0,4,S1104,11:00:00,11:01:50,110.0,0,62,V00339
525,1873.0,3,S1114,00:00:00,23:59:51,-9.0,0,65,V00398
526,31451.0,5,S1050,10:00:00,10:08:40,520.0,0,64,V00753
527,23327.0,8,S1109,22:00:00,22:00:23,23.0,0,69,V00711
528,14002.0,2,S1072,09h00,08h59,-27.0,0,77,V00595
529,17073.0,3,S1092,08:00:00,07:57:07,-173.0,0,28,V00469
530,7602.0,1,S1075,17:00:00,16:58:18,-102.0,0,61,V00452
531,33524.0,7,S1052,19:00:00,19:00:40,40.0,0,24,
532,24172.0,11,S1018,03:00:00,03:02:28,148.0,0,47,V00474
533,5613.0,15,S1023,20:00:00,20:00:37,37.0,0,25,V00859
534,15570.0,4,S1175,17:00:00,16:54:19,-341.0,0,54,V00555
535,9530.0,2,S1027,01:00:00,01:01:51,111.0,0,30,
536,13376.0,7,S1163,07:00:00,07h02,135.0,0,16,
537,9153.0,4,S1064,08:00:00,08:04:17,257.0,0,74,
538,4252.0,12,S1116,03:00:00,02:59:25,-35.0,0,41,V00086
539,15442.0,15,S1023,09:00:00,08:59:58,-2.0,0,20,V00532
540,30195.0,7,S1024,02:00:00,02:07:07,427.0,0,38,V00769,"note multi
ligne"
541,16757.0,4,S1137,04:00:00,04h02,165.0,0,37,
542,11550.0,11,S1046,05:00:00,04:56:48,-192.0,0,88,V00527
543,4.0,7,S1122,03:00:00,02h56,-207.0,0,23,
544,20325.0,8,S1052,20:00:00,20:06:42,402.0,0,46,
545,15642.0,8,S1126,17:00:00,16:59:18,-42.0,0,28,V00031
546,5455.0,2,S1089,06:00:00,,nan,1,53,
547,4872.0,13,S1141,23:00:00,23:03:00,180.0,0,43,V00318
548,19567.0,14,S1077,06:00:00,06:03:07,187.0,0,15,
549,6557.0,12,S1043,04:00:00,03:57:48,-132.0,0,24,
550,32991.0,1,S1011,14:00:00,14:03:18,198.0,0,28,
551;5162.0;10;S1110;01:00:00;00:56:41;-199.0;0;64;V00616
552,19715.0,3,S1108,10:00:00,10:00:13,13.0,0,31,V00090
553,5300.0,10,S1101,19:00:00,19:00:57,57.0,0,74,
554,27707.0,1,S1139,10:00:00,10:02:34,154.0,0,32,V00493
555,20874.0,4,S1139,17:00:00,17:08:00,480.0,0,60,
556,11297.0,3,S1101,16:00:00,16:05:29,329.0,0,28,V00023
557,28410.0,11,S1038,17:00:00,16:57:32,-148.0,0,40,
558,12106.0,14,S1148,09:00:00,08:59:48,-12.0,0,36,V00236
559,34522.0,9,S1008,09:00:00,09:00:35,35.0,0,24,
560,13721.0,15,S1064,16h00,16:03:39,219.0,0,55,V00716
561,34877.0,4,S1010,04:00:00,03:54:16,-344.0,0,52,
562,2677.0,15,S1078,12:00:00,11:59:18,-42.0,0,58,V00116
563,20128.0,10,S1177,15:00:00,14:55:23,-277.0,0,67,V00510
564,22529.0,14,S1064,16:00:00,15:58:29,-91.0,0,76,V00799
565,7366.0,13,S1092,21:00:00,21:05:51,351.0,0,71,V00630
566,9516.0,11,S1112,11:00:00,11:02:44,164.0,0,34,
567,30859.0,8,S1000,18:00:00,18:04:47,287.0,0,41,
568,6375.0,4,S1063,14:00:00,14h02,132.0,0,42,V00676
569,18727.0,1,S1008,06:00:00,05:55:44,-256.0,0,52,V00498
570,8934.0,5,S1093,05:00:00,05:06:21,381.0,0,53,
571,8126.0,11,S1111,13:00:00,12:56:04,-236.0,0,49,
572,20379.0,3,S1023,02h00,02:02:20,140.0,0,35,
573,22942.0,1,S1068,21:00:00,21:02:59,179.0,0,83,
574,21104.0,3,S1007,07:00:00,07:01:25,85.0,0,23,V00262
575,692.0,5,S1091,19:00:00,,nan,1,35,
576,14888.0,10,S1029,07:00:00,07:06:40,400.0,0,62,V00012
577,22293.0,9,S1155,20:00:00,20:06:59,419.0,0,16,
578,5792.0,12,S1152,07:00:00,07:05:49,349.0,0,25,V00377
579,23065.0,10,S1034,00:00:00,00:03:57,237.0,0,57,
580,191.0,12,S1109,22:00:00,,nan,1,57,
581,1022.0,9,S1044,13:00:00,13:05:21,321.0,0,28,V00309
582,495.0,9,S1134,14:00:00,,nan,1,46,
583,3378.0,14,S1081,17:00:00,17:04:30,270.0,0,49,
584,34794.0,5,S1065,17:00:00,17:03:24,204.0,0,11,V00147
585,4393.0,4,S1168,00:00:00,23:58:03,-117.0,0,24,V00695
586,30858.0,13,S1145,17:00:00,16:54:29,-331.0,0,49,V00627
587,12856.0,10,S1146,15:00:00,15:07:16,436.0,0,70,V00208
588,3963.0,7,S1071,02:00:00,01:57:58,-122.0,0,60,
589,34692.0,2,S1099,11:00:00,11:04:59,299.0,0,65,
590,21493.0,11,S1160,12:00:00,12:06:18,378.0,0,12,
591,34247.0,10,S1050,22:00:00,21:59:42,-18.0,0,33,
592,5260.0,1,S1112,03:00:00,02:56:23,-217.0,0,54,
593,3420.0,12,S1139,11:00:00,11:09:01,541.0,0,41,V00531
594,29749.0,13,S1041,12:00:00,12:02:03,123.0,0,39,
595,7845.0,9,S1044,20:00:00,20:06:37,397.0,0,26,V00174
596,32079.0,9,S1016,14:00:00,14:03:14,194.0,0,31,
597,10166.0,2,S1079,13:00:00,13:01:20,80.0,0,63,V00772
598,27376.0,2,S1119,15:00:00,15:08:19,499.0,0,6,V00351
599,16504.0,13,S1176,15:00:00,14:52:52,-428.0,0,38,
600,8995.0,8,S1066,18:00:00,18:05:45,345.0,0,50,
601;12806.0;5;S1108;13:00:00;13:05:21;321.0;0;59;V00676
602,2513.0,1,S1139,16:00:00,16:02:25,145.0,0,38,V00453
603,10785.0,9,S1132,08h00,07:59:53,-7.0,0,73,
604,2584.0,1,S1127,15:00:00,14:58:22,-98.0,0,12,
605,12284.0,13,S1126,19:00:00,19:07:38,458.0,0,42,
606,34824.0,5,S1046,23:00:00,22:57:51,-129.0,0,28,
607,11203.0,1,S1056,18:00:00,17:59:18,-42.0,0,24,V00511
608,29894.0,8,S1075,13h00,12:59:44,-16.0,0,54,V00248
609,32991.0,5,S1006,14:00:00,14:00:04,4.0,0,41,
610,16071.0,2,S1000,14:00:00,14:05:56,356.0,0,21,V00335
611,12306.0,13,S1034,17:00:00,16:57:50,-130.0,0,69,V00415
612,30941.0,7,S1156,04:00:00,04h14,841.0,0,34,
613,17511.0,8,S1057,14:00:00,14:06:19,379.0,0,44,V00682
614,24666.0,12,S1055,17:00:00,16:55:35,-265.0,0,4,
615,6521.0,2,S1125,16:00:00,15:58:32,-88.0,0,7,
616,3511.0,15,S1178,06h00,05:58:03,-117.0,0,37,V00257
617,7285.0,15,S1136,12h00,11:56:40,-200.0,0,54,V00204,"note multi
ligne"
618,23987.0,3,S1096,10:00:00,09:57:33,-147.0,0,35,
619,7728.0,11,S1084,23:00:00,22:59:37,-23.0,0,25,V00650
620,26720.0,10,S1115,07:00:00,07:04:13,253.0,0,38,V00442
621,17467.0,8,S1172,18:00:00,18:01:21,81.0,0,58,V00824
622,21754.0,14,S1129,09:00:00,09:05:36,336.0,0,39,V00826
623,30614.0,11,S1041,13:00:00,13:08:37,517.0,0,12,
624,29751.0,5,S1078,14:00:00,14:06:09,369.0,0,69,
625,6578.0,3,S1119,01:00:00,00:54:47,-313.0,0,19,V00773
626,8368.0,5,S1039,15:00:00,15:01:48,108.0,0,45,V00206
627,14000.0,10,S1000,07:00:00,07:01:00,60.0,0,53,V00220
628,33266.0,2,S1157,01:00:00,01:04:01,241.0,0,47,V00394
629,10624.0,12,S1173,15:00:00,15:03:39,219.0,0,59,
630,33018.0,15,S1117,17:00:00,17:00:18,18.0,0,41,V00225
631,13398.0,13,S1167,05:00:00,,nan,1,42,
632,1669.0,9,S1020,12:00:00,12:00:06,6.0,0,41,
633,1517.0,11,S1070,04h00,04:03:18,198.0,0,46,V00598
634,23852.0,12,S1046,19:00:00,19:05:06,306.0,0,43,V00325
635,26404.0,11,S1116,03:00:00,02:53:22,-398.0,0,72,V00215
636,16617.0,2,S1013,08:00:00,08h00,32.0,0,14,
637,5597.0,2,S1146,04:00:00,04:01:03,63.0,0,50,V00140
638,18218.0,1,S1092,01:00:00,00:59:39,-21.0,0,26,
639,4863.0,11,S1080,14:00:00,14:06:26,386.0,0,29,
640,5003.0,12,S1088,10:00:00,10:08:56,536.0,0,32,V00138
641,28652.0,11,S1027,19:00:00,19:03:08,188.0,0,50,V00509
642,6694.0,3,S1102,21:00:00,21:01:56,116.0,0,55,
643,20688.0,10,S1067,23:00:00,23:07:00,420.0,0,26,
644,19073.0,5,S1074,16:00:00,16:10:53,653.0,0,29,V00360
645,15196.0,4,S1074,03:00:00,02:55:16,-284.0,0,35,
646,2034.0,5,S1095,17:00:00,17:03:11,191.0,0,64,
647,21832.0,9,S1172,15:00:00,14:55:55,-245.0,0,37,V00858
648,19199.0,13,S1029,22:00:00,22:04:15,255.0,0,21,V00870
649,24971.0,13,S1093,10:00:00,10:02:07,127.0,0,14,V00042
650,6871.0,8,S1092,06:00:00,06:05:23,323.0,0,34,V00729
651;4784.0;7;S1084;07:00:00;06:58:04;-116.0;0;40;V00066
652,15005.0,3,S1002,04:00:00,04:00:36,36.0,0,20,
653,4783.0,13,S1129,06:00:00,06:01:05,65.0,0,29,
654,13409.0,5,S1156,16:00:00,16:09:04,544.0,0,52,V00284
655,18337.0,9,S1159,00:00:00,00:03:05,185.0,0,33,
656,27274.0,7,S1173,09:00:00,09:01:25,85.0,0,28,V00842
657,30651.0,15,S1048,02:00:00,02:05:16,316.0,0,60,V00174
658,26463.0,1,S1105,14:00:00,13:56:01,-239.0,0,46,
659,32684.0,3,S1013,19:00:00,19:00:31,31.0,0,59,V00116
660,32441.0,5,S1128,16:00:00,16h05,332.0,0,53,V00462
661,31063.0,1,S1041,06:00:00,06:02:59,179.0,0,55,
662,15817.0,14,S1011,00:00:00,00:00:52,52.0,0,45,
663,22536.0,10,S1048,23:00:00,23:03:19,199.0,0,42,
664,33511.0,3,S1109,06:00:00,06:04:37,277.0,0,4,V00483
665,28799.0,5,S1162,22:00:00,22:01:20,80.0,0,34,
666,1217.0,5,S1068,16:00:00,16:02:19,139.0,0,45,V00282
667,24074.0,13,S1083,01:00:00,01h02,144.0,0,31,V00220
668,33613.0,12,S1112,12:00:00,12:05:56,356.0,0,47,
669,7831.0,2,S1068,06:00:00,05:59:30,-30.0,0,59,V00851
670,8193.0,1,S1064,08:00:00,08:10:40,640.0,0,54,V00424
671,25461.0,12,S1074,20:00:00,20:05:29,329.0,0,47,
672,16985.0,13,S1058,16:00:00,16:02:59,179.0,0,41,V00392
673,13806.0,13,S1149,05:00:00,04:56:18,-222.0,0,36,V00641
674,28114.0,9,S1006,09:00:00,08:59:44,-16.0,0,45,
675,13692.0,1,S1156,11:00:00,11:03:06,186.0,0,45,V00533
676,7580.0,3,S1157,19:00:00,19:00:14,14.0,0,31,
677,13447.0,12,S1078,06:00:00,06:03:25,205.0,0,53,V00506
678,5709.0,12,S1014,20:00:00,19:56:48,-192.0,0,47,
679,7490.0,10,S1136,01:00:00,01:06:15,375.0,0,65,V00689
680,14807.0,7,S1141,22:00:00,22:04:04,244.0,0,62,V00323
681,13581.0,14,S1000,20:00:00,20:02:03,123.0,0,45,V00734
682,23697.0,5,S1018,08:00:00,,nan,1,56,
683,5746.0,3,S1160,09:00:00,09:02:38,158.0,0,96,V00860
684,12691.0,11,S1056,18:00:00,18:11:59,719.0,0,30,
685,2119.0,2,S1058,06:00:00,06:07:50,470.0,0,37,V00863
686,28622.0,11,S1052,13:00:00,13:02:24,144.0,0,34,
687,9732.0,5,S1034,11:00:00,11:06:10,370.0,0,52,
688,6875.0,9,S1094,10:00:00,10:01:10,70.0,0,28,V00640
689,25337.0,8,S1071,16:00:00,15:58:37,-83.0,0,47,V00464
690,34394.0,2,S1150,01:00:00,01:01:56,116.0,0,7,
691,6147.0,5,S1011,02:00:00,01:59:38,-22.0,0,83,V00329
692,23547.0,5,S1146,02:00:00,01:58:15,-105.0,0,46,V00077
693,22753.0,13,S1134,00:00:00,00:02:43,163.0,0,56,V00849
694,32813.0,12,S1161,04:00:00,04h02,154.0,0,78,,"note multi
ligne"
695,17482.0,4,S1006,09:00:00,08:57:17,-163.0,0,39,
696,20673.0,15,S1016,08:00:00,08:06:18,378.0,0,53,
697,5621.0,14,S1018,04:00:00,03:51:09,-531.0,0,9,
698,532.0,13,S1157,03:00:00,03:06:02,362.0,0,24,
699,517.0,3,S1172,12:00:00,12:14:10,850.0,0,55,V00033
700,20002.0,1,S1175,09:00:00,09:04:11,251.0,0,58,V00285
701;33006.0;1;S1090;05:00:00;05:02:44;164.0;0;26;
702,1610.0,11,S1136,01:00:00,01:08:30,510.0,0,41,
703,8881.0,8,S1128,00:00:00,00:01:43,103.0,0,32,V00894
704,13638.0,4,S1162,05:00:00,05:02:53,173.0,0,26,
705,22465.0,11,S1156,00h00,00:05:27,327.0,0,74,V00623
706,2836.0,13,S1050,03:00:00,03:02:12,132.0,0,18,V00043
707,29897.0,7,S1093,16:00:00,15:55:48,-252.0,0,56,V00695
708,34842.0,14,S1079,17:00:00,17:04:40,280.0,0,41,V00726
709,3186.0,4,S1147,17:00:00,17:02:23,143.0,0,53,
710,13013.0,15,S1119,04:00:00,04:07:38,458.0,0,27,
711,28824.0,14,S1020,23:00:00,22:56:35,-205.0,0,15,V00288
712,11593.0,5,S1078,00:00:00,23:58:40,-80.0,0,0,
713,1638.0,8,S1145,05:00:00,05:09:08,548.0,0,40,
714,32431.0,10,S1140,06:00:00,05:57:55,-125.0,0,67,
715,16162.0,3,S1151,09:00:00,09:00:04,4.0,0,26,V00585
716,27881.0,5,S1109,16:00:00,16:02:27,147.0,0,52,
717,27813.0,14,S1032,20:00:00,20:00:10,10.0,0,20,
718,10688.0,4,S1148,07:00:00,07:00:18,18.0,0,53,V00363
719,2458.0,10,S1026,09:00:00,09:06:57,417.0,0,61,V00317
720,26836.0,3,S1166,03h00,02:57:16,-164.0,0,52,
721,12425.0,5,S1170,16:00:00,15:58:32,-88.0,0,31,V00665
722,13026.0,13,S1179,17:00:00,16:59:06,-54.0,0,50,V00811
723,21393.0,5,S1142,08:00:00,07:59:35,-25.0,0,38,V00578
724,28781.0,11,S1109,04:00:00,04:01:54,114.0,0,49,
725,9867.0,7,S1064,02:00:00,02:06:26,386.0,0,34,
726,12987.0,9,S1163,02:00:00,02:11:31,691.0,0,14,V00020
727,34726.0,8,S1040,21:00:00,21:02:04,124.0,0,49,
728,2167.0,1,S1010,06:00:00,06:03:20,200.0,0,11,
729,30200.0,11,S1095,07:00:00,07:04:27,267.0,0,25,
730,34836.0,3,S1033,11:00:00,11:04:26,266.0,0,55,
731,3800.0,5,S1152,07:00:00,07:06:56,416.0,0,63,
732,4925.0,10,S1119,04:00:00,03:58:44,-76.0,0,60,
733,4826.0,5,S1104,01:00:00,01:04:41,281.0,0,54,
734,4011.0,5,S1040,02:00:00,02:08:50,530.0,0,70,
735,34702.0,5,S1006,21:00:00,21:01:19,79.0,0,55,V00657
736,30931.0,10,S1095,18:00:00,18:05:49,349.0,0,48,V00140
737,7611.0,8,S1027,02:00:00,01:57:10,-170.0,0,72,
738,2188.0,5,S1089,03:00:00,03:00:24,24.0,0,29,V00415
739,26687.0,9,S1034,22:00:00,22:04:55,295.0,0,52,
740,15974.0,1,S1166,13h00,12:50:34,-566.0,0,41,
741,29151.0,11,S1089,14:00:00,14:08:21,501.0,0,41,
742,32089.0,5,S1155,00:00:00,00:05:46,346.0,0,49,
743,33756.0,15,S1163,11:00:00,11:11:00,660.0,0,43,V00466
744,30919.0,2,S1083,06:00:00,05:57:55,-125.0,0,91,
745,16767.0,9,S1050,14:00:00,13:59:18,-42.0,0,71,V00195
746,30287.0,1,S1079,22:00:00,22:05:09,309.0,0,31,V00026
747,25083.0,3,S1122,02:00:00,02:01:46,106.0,0,40,V00788
748,23139.0,7,S1039,02:00:00,02:00:44,44.0,0,40,
749,570.0,2,S1017,17:00:00,16:59:24,-36.0,0,43,V00850
750,5996.0,9,S1125,19:00:00,19:00:41,41.0,0,89,
751;8476.0;7;S1096;03:00:00;03:13:01;781.0;0;67;
752,20275.0,2,S1004,18:00:00,18:03:02,182.0,0,45,
753,16213.0,15,S1063,12:00:00,12:06:16,376.0,0,41,V00273
754,21045.0,3,S1179,20:00:00,20:00:10,10.0,0,38,
755,16548.0,8,S1047,11:00:00,11:06:11,371.0,0,46,V00244
756,23284.0,12,S1113,03:00:00,02:59:32,-28.0,0,48,V00798
757,10451.0,5,S1077,10:00:00,09:59:49,-11.0,0,29,
758,26808.0,12,S1170,23:00:00,23:04:29,269.0,0,52,V00145
759,28807.0,4,S1016,06:00:00,06:02:23,143.0,0,66,
760,6155.0,12,S1012,10:00:00,10:04:25,265.0,0,25,
761,24875.0,12,S1050,10:00:00,10:03:28,208.0,0,95,V00816
762,32184.0,13,S1049,23:00:00,23:02:22,142.0,0,67,
763,18700.0,15,S1049,03:00:00,03:04:39,279.0,0,72,V00049
764,31092.0,2,S1096,11:00:00,10:56:56,-184.0,0,63,
765,6859.0,13,S1141,18:00:00,18:06:01,361.0,0,23,
766,15739.0,3,S1178,18:00:00,18:02:19,139.0,0,33,
767,8909.0,2,S1086,04:00:00,04:00:07,7.0,0,27,V00645
768,7220.0,5,S1085,19:00:00,19:05:08,308.0,0,1,V00119
769,20061.0,4,S1062,20:00:00,20:05:44,344.0,0,59,V00458
770,5156.0,10,S1145,19h00,19:06:52,412.0,0,61,
771,21892.0,13,S1137,03:00:00,03h02,175.0,0,50,V00112,"note multi
ligne"
772,28285.0,9,S1129,12:00:00,12:02:26,146.0,0,0,
773,6532.0,15,S1013,03:00:00,03:02:56,176.0,0,51,V00646
774,352.0,9,S1020,15:00:00,15:05:37,337.0,0,48,
775,33764.0,4,S1133,19:00:00,19:04:11,251.0,0,22,V00549
776,25742.0,13,S1069,13:00:00,12:57:10,-170.0,0,40,V00671
777,21184.0,15,S1031,15:00:00,14:54:21,-339.0,0,40,V00656
778,2456.0,15,S1062,07:00:00,06:59:47,-13.0,0,33,
779,27249.0,11,S1102,08:00:00,08:02:35,155.0,0,66,
