id,timestamp,zone_id,app_version,rating,text
437,2019-04-06T08:00:00,9,1.0.0,3,Clim en panne
438,2021-08-21T04:00:00,8,1.1.0,4,👍
439,2021-09-27T04:00:00,9,2.0.1,3,
440,2020-07-21T08:00:00,7,2.0.0,1,RAS
441,2022-03-20T00:00:00,999,1.1.0,,RAS
442,2022-11-19T19:00:00,10,1.0.0,2,Retard > 30min!!!
443,2020-07-14T00:00:00,5,1.1.0,3,Retard > 30min!!!
444,2019-07-06T13:00:00,3,2.0.0,2,RAS
445,2019-10-01T11:00:00,3,1.0.0,5,Service interrompu
446,2020-02-11T06:00:00,6,2.0.1,2,Station sale
447,2022-01-10T11:00:00,8,1.1.0,3,« Pas d'info »
448,2022-02-09T07:00:00,Z-3,1.1.0,2,Insécurité ressentie la nuit
449,2019-02-15T09:00:00,7,1.0.0,5,Trajet OK
450,2022-04-28T19:00:00,7,1.0.0,,Retard > 30min!!!
451,2020-03-16T18:00:00,1,1.1.0,3,RAS
452,2022-12-21T17:00:00,3,2.0.1,3,Correspondance ratée
453,2021-02-23T15:00:00,1,1.1.0,5,Trop de retard 😡
454,2021-06-14T01:00:00,7,2.0.1,5,Clim en panne
455,2020-12-17T18:00:00,8,2.0.0,2,Retard > 30min!!!
456,2019-03-04T02:00:00,7,1.0.0,1,Correspondance ratée
457,2022-07-06T02:00:00,9,1.1.0,2,« Pas d'info »
458,2020-02-05T09:00:00,8,2.0.1,,👍
459,2020-03-18T01:00:00,8,2.0.1,5,Station sale
460,2019-03-12T15:00:00,4,2.0.0,,RAS
461,2019-10-30T01:00:00,9,2.0.0,,Null
462,2022-05-24T22:00:00,6,2.0.1,,Null
463,2019-08-23T09:00:00,9,1.1.0,5,Service interrompu
464,2022-10-09T08:00:00,3,1.1.0,3,Service interrompu
465,2019-07-22T05:00:00,7,2.0.0,4,Bus bondé...
466,2019-07-29T06:00:00,10,1.1.0,2,👍
467,2019-07-22T20:00:00,8,1.0.0,5,Insécurité ressentie la nuit
468,2020-09-11T07:00:00,10,2.0.0,4,👍
469,2021-07-23T20:00:00,1,1.0.0,5,Station sale
470,2021-09-10T19:00:00,4,1.0.0,4,Trajet OK
471,2021-08-11T05:00:00,7,1.1.0,1,Null
472,2020-09-12T05:00:00,3,1.1.0,1,Correspondance ratée
473,2022-05-29T10:00:00,1,2.0.0,5,Insécurité ressentie la nuit
474,2020-08-19T07:00:00,4,1.1.0,3,Retard > 30min!!!
475,2019-03-09T05:00:00,2,2.0.1,5,Trop de retard 😡
476,2020-08-17T00:00:00,3,1.1.0,4,Bus bondé...
477,2021-08-28T17:00:00,5,1.1.0,1,Trop de retard 😡
478,2021-07-23T21:00:00,5,2.0.1,4,Bus bondé...
479,2020-08-16T04:00:00,8,2.0.0,1,
480,2022-03-28T13:00:00,8,1.0.0,5,Bus bondé...
481,2020-11-30T05:00:00,4,1.1.0,5,Clim en panne
482,2019-11-02T15:00:00,1,2.0.0,5,Retard > 30min!!!
483,2019-12-31T16:00:00,6,1.1.0,1,👍
484,2020-07-13T22:00:00,5,1.1.0,2,Bus bondé...
485,2021-10-26T11:00:00,Z-6,2.0.1,,Insécurité ressentie la nuit
486,2019-11-29T00:00:00,8,2.0.1,,👍
487,2019-10-09T19:00:00,999,1.1.0,5,RAS
488,2022-09-10T13:00:00,3,2.0.0,,Retard > 30min!!!
489,2022-08-16T20:00:00,7,2.0.0,,Station sale
490,2022-02-24T16:00:00,6,2.0.1,3,Correspondance ratée
491,2021-05-05T05:00:00,4,1.0.0,3,Bus bondé...
492,2021-10-17T11:00:00,9,2.0.1,3,Bus bondé...
493,2022-07-09T04:00:00,8,2.0.1,5,Clim en panne
494,2019-01-13T02:00:00,3,1.0.0,4,Bus bondé...
495,2019-04-27T04:00:00,1,1.1.0,,Trop de retard 😡
496,2021-08-21T04:00:00,4,1.1.0,,Null
497,2021-03-05T19:00:00,6,2.0.1,4,Insécurité ressentie la nuit
498,2022-03-16T07:00:00,8,2.0.1,3,Correspondance ratée
499,2022-12-22T02:00:00,1,2.0.1,4,Trajet OK
500,2021-03-07T01:00:00,1,2.0.1,,Bus bondé...
501,2020-09-17T20:00:00,9,1.1.0,1,Insécurité ressentie la nuit
502,2020-04-20T09:00:00,2,1.0.0,,Bus bondé...
503,2022-08-29T18:00:00,8,1.0.0,2,Service interrompu
504,2022-12-22T12:00:00,4,1.0.0,2,Clim en panne
505,2019-01-09T13:00:00,8,1.0.0,2,Retard > 30min!!!
506,2020-01-25T22:00:00,3,2.0.0,,Correspondance ratée
507,2019-02-11T06:00:00,2,1.1.0,,👍
508,2019-06-04T07:00:00,Z-6,1.0.0,5,Clim en panne
509,2021-10-14T19:00:00,9,2.0.0,,Bus bondé...
510,2022-11-19T09:00:00,5,2.0.0,,Trajet OK
511,2019-12-02T19:00:00,9,1.1.0,4,Clim en panne
512,2020-05-04T22:00:00,9,2.0.0,4,RAS
513,2019-12-28T12:00:00,6,2.0.0,1,RAS
514,2019-10-10T09:00:00,3,1.1.0,3,Station sale
515,2019-07-19T20:00:00,1,2.0.1,,Insécurité ressentie la nuit
516,2020-01-04T02:00:00,9,1.1.0,2,Null
517,2021-01-09T01:00:00,4,2.0.0,2,Null
518,2019-10-28T15:00:00,8,1.1.0,1,Trajet OK
519,2020-06-29T11:00:00,8,1.0.0,1,Correspondance ratée
520,2019-07-25T16:00:00,4,2.0.0,4,Clim en panne
521,2019-03-10T16:00:00,2,1.1.0,4,RAS
522,2019-09-10T07:00:00,10,1.1.0,1,Trop de retard 😡
523,2020-09-23T23:00:00,6,1.1.0,3,Clim en panne
524,2020-11-11T22:00:00,10,2.0.0,3,Insécurité ressentie la nuit
525,2019-09-20T05:00:00,7,1.1.0,5,Service interrompu
526,2020-08-19T21:00:00,3,2.0.1,4,👍
527,2022-01-15T02:00:00,3,1.0.0,1,Bus bondé...
528,2022-04-15T21:00:00,4,1.1.0,1,Trop de retard 😡
529,2019-12-03T02:00:00,1,1.0.0,1,
530,2021-09-12T17:00:00,10,1.1.0,4,« Pas d'info »
531,2020-06-28T05:00:00,3,1.0.0,5,Service interrompu
532,2022-06-25T22:00:00,3,2.0.0,1,Insécurité ressentie la nuit
533,2022-02-02T01:00:00,8,1.0.0,4,👍
534,2019-08-01T02:00:00,2,1.1.0,4,Station sale
535,2021-01-10T02:00:00,1,1.0.0,4,Clim en panne
536,2022-08-22T17:00:00,7,2.0.0,2,Bus bondé...
537,2022-06-08T05:00:00,3,2.0.0,3,
538,2019-10-07T23:00:00,5,1.0.0,4,Service interrompu
539,2020-08-30T12:00:00,6,1.0.0,,Bus bondé...
540,2022-03-07T07:00:00,999,2.0.0,5,Correspondance ratée
541,2019-01-31T04:00:00,2,2.0.0,3,Correspondance ratée
542,2022-07-01T21:00:00,9,2.0.1,,👍
543,2021-08-30T02:00:00,2,1.0.0,5,Null
544,2020-05-22T10:00:00,1,2.0.1,,RAS
545,2019-10-15T07:00:00,9,1.1.0,1,Trajet OK
546,2022-03-01T18:00:00,8,1.0.0,5,
547,2022-05-27T03:00:00,7,1.1.0,4,Null
548,2022-12-22T03:00:00,Z-5,2.0.1,1,
549,2020-11-04T07:00:00,999,2.0.1,5,Trajet OK
550,2020-02-13T07:00:00,5,1.0.0,,« Pas d'info »
551,2021-01-25T14:00:00,5,2.0.1,3,Service interrompu
552,2020-05-07T17:00:00,8,1.1.0,4,Trajet OK
553,2020-04-17T19:00:00,10,1.1.0,3,👍
554,2019-05-25T11:00:00,9,2.0.0,3,RAS
555,2020-03-22T16:00:00,10,2.0.0,5,Correspondance ratée
556,2020-06-15T22:00:00,5,1.0.0,4,Retard > 30min!!!
557,2019-07-23T02:00:00,6,2.0.0,2,Correspondance ratée
558,2022-12-31T15:00:00,4,2.0.1,2,Retard > 30min!!!
559,2020-05-22T02:00:00,1,1.0.0,,👍
560,2022-06-18T20:00:00,1,1.0.0,2,Trop de retard 😡
561,2022-01-10T12:00:00,10,2.0.0,5,Clim en panne
562,2020-06-26T00:00:00,Z-9,1.1.0,,Trajet OK
563,2022-05-16T10:00:00,8,2.0.1,,Correspondance ratée
564,2021-01-05T04:00:00,999,2.0.1,5,Trop de retard 😡
565,2020-02-08T14:00:00,8,1.0.0,5,RAS
566,2019-10-18T15:00:00,5,1.1.0,4,👍
567,2020-10-22T23:00:00,Z-4,2.0.1,4,Service interrompu
568,2021-08-10T00:00:00,2,1.0.0,1,Bus bondé...
569,2019-06-30T13:00:00,5,2.0.0,,Trop de retard 😡
570,2020-03-02T18:00:00,4,1.1.0,4,Null
571,2019-04-04T04:00:00,2,1.0.0,5,Null
572,2022-12-06T14:00:00,7,2.0.0,2,Correspondance ratée
573,2022-12-28T18:00:00,999,1.1.0,5,Station sale
574,2021-02-17T10:00:00,9,2.0.0,2,Null
575,2020-07-29T13:00:00,4,2.0.0,,Insécurité ressentie la nuit
576,2020-03-20T15:00:00,3,2.0.0,,👍
577,2022-03-21T04:00:00,4,1.0.0,1,
578,2022-10-18T14:00:00,9,1.0.0,3,Bus bondé...
579,2019-03-17T18:00:00,9,2.0.0,5,Trop de retard 😡
580,2020-12-28T00:00:00,1,1.0.0,3,Retard > 30min!!!
581,2020-05-23T02:00:00,5,1.0.0,2,Clim en panne
582,2021-02-25T11:00:00,5,2.0.0,4,Trajet OK
583,2020-07-28T13:00:00,Z-10,2.0.0,1,👍
584,2019-10-07T05:00:00,8,1.1.0,4,Null
585,2020-10-01T17:00:00,7,2.0.0,2,Clim en panne
586,2021-03-02T03:00:00,5,2.0.1,4,Service interrompu
587,2022-12-04T22:00:00,2,2.0.0,2,Trajet OK
588,2022-04-15T07:00:00,6,2.0.1,3,« Pas d'info »
589,2021-03-23T03:00:00,7,1.0.0,2,Clim en panne
590,2019-03-11T12:00:00,7,2.0.0,4,Insécurité ressentie la nuit
591,2020-08-24T19:00:00,4,1.0.0,3,Null
592,2021-06-24T16:00:00,6,1.0.0,,RAS
593,2022-09-02T14:00:00,999,1.0.0,5,👍
594,2019-07-03T23:00:00,999,1.1.0,2,Bus bondé...
595,2020-10-17T13:00:00,5,1.0.0,3,RAS
596,2021-04-11T16:00:00,7,1.1.0,3,Station sale
597,2020-02-28T04:00:00,8,1.0.0,,Clim en panne
598,2022-02-01T20:00:00,999,2.0.1,1,Service interrompu
599,2022-03-11T03:00:00,999,2.0.0,3,« Pas d'info »
600,2022-01-11T05:00:00,1,1.0.0,1,Trop de retard 😡
601,2022-10-31T10:00:00,10,2.0.0,,Trajet OK
602,2022-05-15T11:00:00,4,2.0.1,5,Insécurité ressentie la nuit
603,2019-01-23T02:00:00,Z-2,1.1.0,3,Trop de retard 😡
604,2019-03-16T08:00:00,10,2.0.0,,Trajet OK
605,2021-06-11T13:00:00,10,2.0.1,5,« Pas d'info »
606,2020-02-14T17:00:00,Z-7,2.0.0,5,Null
607,2021-05-18T20:00:00,3,1.0.0,2,
608,2020-02-22T01:00:00,5,2.0.1,3,Bus bondé...
609,2022-03-15T00:00:00,7,1.1.0,5,Retard > 30min!!!
610,2022-06-23T19:00:00,2,2.0.0,3,Correspondance ratée
611,2019-08-03T04:00:00,Z-999,2.0.1,1,Station sale
612,2021-10-20T23:00:00,5,2.0.1,4,Null
613,2022-12-12T16:00:00,7,2.0.0,5,Null
614,2022-03-11T07:00:00,2,2.0.1,4,Station sale
615,2022-04-17T04:00:00,8,2.0.0,,Bus bondé...
616,2021-05-31T13:00:00,7,1.1.0,2,
617,2020-01-12T11:00:00,3,1.0.0,1,👍
618,2021-07-22T14:00:00,2,2.0.0,4,Trajet OK
619,2021-10-08T18:00:00,3,1.1.0,3,
620,2020-04-19T20:00:00,10,1.0.0,1,« Pas d'info »
621,2020-03-15T13:00:00,999,2.0.0,1,Service interrompu
622,2022-08-18T20:00:00,4,1.0.0,5,Retard > 30min!!!
623,2022-08-26T14:00:00,9,1.0.0,2,Null
624,2019-08-29T20:00:00,1,1.0.0,5,Bus bondé...
625,2022-11-30T18:00:00,4,2.0.0,4,Clim en panne
626,2021-10-30T08:00:00,7,2.0.1,5,Correspondance ratée
627,2021-10-21T16:00:00,1,1.1.0,2,RAS
628,2022-01-29T06:00:00,8,2.0.0,5,Trajet OK
629,2022-04-07T02:00:00,8,2.0.0,2,
630,2021-01-19T17:00:00,4,1.1.0,5,Clim en panne
631,2021-12-05T02:00:00,999,1.1.0,3,Null
632,2021-08-22T21:00:00,1,1.0.0,,Correspondance ratée
633,2020-10-27T09:00:00,4,2.0.1,4,Trajet OK
634,2020-02-16T21:00:00,9,1.1.0,2,Clim en panne
635,2021-03-08T13:00:00,7,2.0.0,2,Null
636,2022-02-06T09:00:00,2,1.0.0,3,
637,2022-12-28T13:00:00,Z-5,2.0.0,5,Station sale
638,2020-05-05T11:00:00,1,2.0.1,2,Service interrompu
639,2020-03-24T03:00:00,1,1.0.0,,Station sale
640,2019-11-07T22:00:00,7,1.1.0,5,Null
641,2022-01-08T18:00:00,9,1.1.0,4,Service interrompu
642,2019-03-06T11:00:00,10,2.0.0,5,👍
643,2021-04-29T14:00:00,7,2.0.0,5,Bus bondé...
644,2021-07-07T18:00:00,7,2.0.0,3,Correspondance ratée
645,2020-07-26T23:00:00,1,1.0.0,1,« Pas d'info »
646,2021-12-03T22:00:00,3,1.0.0,1,
647,2022-07-09T03:00:00,4,1.0.0,1,Retard > 30min!!!
648,2019-07-09T19:00:00,7,1.1.0,3,👍
649,2020-10-20T12:00:00,3,1.1.0,,Service interrompu
650,2022-07-14T20:00:00,3,1.1.0,1,Station sale
651,2022-04-28T20:00:00,8,2.0.1,4,
652,2022-10-02T22:00:00,6,1.1.0,3,Retard > 30min!!!
653,2019-07-12T22:00:00,4,2.0.0,5,Clim en panne
654,2019-02-10T19:00:00,9,2.0.0,4,Station sale
655,2020-10-08T10:00:00,2,1.0.0,5,Clim en panne
656,2020-09-28T12:00:00,7,2.0.1,,« Pas d'info »
657,2019-02-03T12:00:00,7,1.0.0,5,Station sale
658,2020-09-15T23:00:00,6,1.1.0,5,Bus bondé...
659,2019-07-19T09:00:00,4,2.0.0,5,Service interrompu
660,2022-04-20T18:00:00,6,2.0.1,2,Retard > 30min!!!
661,2022-05-24T07:00:00,5,2.0.0,3,Insécurité ressentie la nuit
662,2021-06-23T23:00:00,10,1.1.0,3,
663,2019-10-19T04:00:00,2,2.0.0,2,Trajet OK
664,2019-01-27T22:00:00,10,2.0.0,1,Clim en panne
665,2022-08-28T09:00:00,8,1.0.0,3,Bus bondé...
666,2019-08-31T00:00:00,5,1.1.0,,Null
667,2022-05-08T12:00:00,5,2.0.0,2,Correspondance ratée
668,2019-02-17T01:00:00,3,1.1.0,2,Correspondance ratée
669,2019-04-27T13:00:00,3,2.0.1,3,RAS
670,2021-06-15T04:00:00,7,2.0.1,1,« Pas d'info »
671,2021-04-12T02:00:00,3,2.0.1,,Clim en panne
672,2019-12-23T18:00:00,1,1.0.0,4,Clim en panne
673,2019-11-22T10:00:00,1,2.0.0,3,RAS
674,2020-09-23T19:00:00,9,2.0.1,2,Trop de retard 😡
675,2020-07-16T18:00:00,7,1.1.0,4,Retard > 30min!!!
676,2022-05-14T04:00:00,1,1.0.0,1,Bus bondé...
677,2021-01-26T06:00:00,999,2.0.0,,👍
678,2022-10-17T12:00:00,8,1.0.0,,« Pas d'info »
679,2019-11-02T09:00:00,8,2.0.1,1,Insécurité ressentie la nuit
680,2021-09-19T16:00:00,9,2.0.1,,Retard > 30min!!!
681,2021-07-30T07:00:00,7,2.0.1,5,Retard > 30min!!!
682,2021-10-01T06:00:00,999,2.0.0,4,Retard > 30min!!!
683,2020-09-11T05:00:00,5,2.0.1,3,Bus bondé...
684,2020-06-15T06:00:00,4,1.0.0,,Trajet OK
685,2022-10-22T11:00:00,6,2.0.0,,Null
686,2021-10-31T00:00:00,8,2.0.0,,Station sale
687,2021-04-20T17:00:00,3,1.0.0,1,Correspondance ratée
688,2020-02-12T22:00:00,1,2.0.0,1,Correspondance ratée
689,2020-08-21T12:00:00,8,1.1.0,4,« Pas d'info »
690,2020-01-22T04:00:00,7,2.0.1,1,Retard > 30min!!!
691,2020-06-06T14:00:00,4,1.0.0,,Insécurité ressentie la nuit
692,2022-02-22T09:00:00,1,1.1.0,1,Insécurité ressentie la nuit
693,2019-02-18T09:00:00,5,1.0.0,2,Insécurité ressentie la nuit
694,2022-11-29T03:00:00,5,2.0.0,2,Insécurité ressentie la nuit
695,2021-09-01T06:00:00,7,2.0.1,4,👍
696,2021-07-03T02:00:00,5,1.1.0,5,Retard > 30min!!!
697,2021-03-26T15:00:00,9,1.1.0,,« Pas d'info »
698,2019-04-29T20:00:00,4,2.0.1,2,Null
699,2022-10-13T01:00:00,5,1.1.0,3,
700,2022-11-12T19:00:00,999,2.0.1,3,Station sale
701,2021-03-17T15:00:00,6,1.1.0,2,Trop de retard 😡
702,2021-12-27T17:00:00,9,1.0.0,2,Insécurité ressentie la nuit
703,2019-09-10T04:00:00,5,2.0.1,3,Bus bondé...
704,2019-04-26T17:00:00,3,1.1.0,1,👍
705,2021-12-17T10:00:00,7,1.1.0,5,
706,2020-06-14T16:00:00,1,2.0.1,4,Bus bondé...
707,2020-06-04T05:00:00,9,1.1.0,1,RAS
708,2022-01-18T08:00:00,8,1.1.0,5,👍
709,2019-06-05T12:00:00,4,1.0.0,3,Trop de retard 😡
710,2019-08-21T14:00:00,3,2.0.0,,👍
711,2020-05-08T20:00:00,5,2.0.0,2,Retard > 30min!!!
712,2021-05-28T12:00:00,3,1.1.0,1,Service interrompu
713,2019-09-19T16:00:00,9,1.0.0,1,Trop de retard 😡
714,2020-10-28T09:00:00,999,1.1.0,3,Correspondance ratée
715,2020-08-07T17:00:00,3,1.0.0,,Correspondance ratée
716,2019-01-14T06:00:00,10,2.0.1,1,
717,2022-03-17T17:00:00,6,2.0.0,4,RAS
718,2022-03-11T01:00:00,Z-1,2.0.1,,Trop de retard 😡
719,2021-11-03T14:00:00,999,2.0.1,3,Clim en panne
720,2020-05-13T12:00:00,9,2.0.1,4,Clim en panne
721,2020-07-12T17:00:00,4,2.0.1,2,Null
722,2022-07-21T00:00:00,7,1.0.0,1,Insécurité ressentie la nuit
723,2022-10-05T21:00:00,9,2.0.1,,Bus bondé...
724,2021-11-23T06:00:00,10,1.0.0,,Insécurité ressentie la nuit
725,2022-03-25T22:00:00,4,2.0.1,4,👍
726,2021-01-25T14:00:00,2,1.0.0,4,Clim en panne
727,2022-07-13T03:00:00,999,1.0.0,3,« Pas d'info »
728,2021-12-08T16:00:00,1,2.0.1,2,Service interrompu
729,2022-11-13T22:00:00,1,2.0.0,,Service interrompu
730,2022-03-05T10:00:00,3,1.0.0,,Trajet OK
731,2022-04-30T06:00:00,4,1.0.0,4,RAS
732,2022-03-01T15:00:00,1,2.0.0,3,
733,2022-01-02T11:00:00,2,1.0.0,4,Correspondance ratée
734,2020-02-13T12:00:00,2,2.0.0,1,Station sale
735,2020-08-05T21:00:00,5,1.0.0,2,Service interrompu
736,2021-12-14T12:00:00,5,2.0.1,3,Bus bondé...
737,2019-08-12T15:00:00,1,2.0.0,4,Service interrompu
738,2020-02-03T14:00:00,1,2.0.1,1,Retard > 30min!!!
739,2019-07-06T23:00:00,999,2.0.0,1,Station sale
740,2022-04-23T14:00:00,7,1.0.0,3,Clim en panne
741,2020-06-26T08:00:00,2,1.1.0,,Station sale
742,2022-12-14T22:00:00,10,2.0.0,2,Trop de retard 😡
743,2019-07-10T05:00:00,9,1.1.0,3,Trop de retard 😡
744,2021-11-11T09:00:00,8,1.0.0,1,Bus bondé...
745,2019-03-11T16:00:00,9,2.0.0,3,👍
746,2021-07-19T05:00:00,7,2.0.0,,👍
747,2019-05-03T23:00:00,10,1.0.0,4,Clim en panne
748,2021-09-01T00:00:00,1,1.0.0,5,Null
749,2020-03-21T07:00:00,1,2.0.1,1,Trop de retard 😡
750,2022-07-29T00:00:00,10,2.0.0,2,Clim en panne
751,2022-12-01T03:00:00,8,1.1.0,2,👍
752,2021-08-21T10:00:00,6,2.0.1,,Service interrompu
753,2022-07-09T13:00:00,7,2.0.0,1,Insécurité ressentie la nuit
754,2022-06-03T10:00:00,4,2.0.0,,
755,2019-12-23T01:00:00,4,1.1.0,2,RAS
756,2022-10-02T00:00:00,8,1.0.0,1,Bus bondé...
757,2020-03-21T15:00:00,4,2.0.1,3,Null
758,2021-08-08T21:00:00,10,2.0.1,5,Trajet OK
759,2022-06-12T07:00:00,10,1.1.0,2,« Pas d'info »
760,2019-08-19T12:00:00,3,1.1.0,4,Clim en panne
761,2021-06-28T09:00:00,1,2.0.1,2,👍
762,2021-12-30T21:00:00,9,2.0.1,2,Trop de retard 😡
763,2022-03-28T12:00:00,4,1.1.0,5,Correspondance ratée
764,2022-08-16T08:00:00,Z-8,1.0.0,4,Station sale
765,2019-12-11T22:00:00,7,2.0.0,2,Null
766,2022-05-13T21:00:00,7,1.1.0,2,Correspondance ratée
767,2019-12-31T20:00:00,10,2.0.0,3,Retard > 30min!!!
768,2019-07-17T17:00:00,6,1.1.0,3,Correspondance ratée
769,2019-01-21T19:00:00,9,2.0.1,5,Correspondance ratée
770,2020-06-18T09:00:00,2,2.0.0,2,Trajet OK
771,2022-12-26T00:00:00,4,2.0.0,5,Service interrompu
772,2019-01-22T14:00:00,999,1.1.0,3,👍
773,2020-12-19T20:00:00,7,1.1.0,1,Service interrompu
774,2020-01-30T22:00:00,8,2.0.0,2,Insécurité ressentie la nuit
775,2020-07-10T10:00:00,9,1.1.0,2,Correspondance ratée
776,2021-12-22T04:00:00,1,1.0.0,,👍
777,2022-07-05T12:00:00,5,1.1.0,4,Insécurité ressentie la nuit
778,2019-02-23T17:00:00,Z-9,1.0.0,,Retard > 30min!!!
779,2021-03-25T13:00:00,999,1.1.0,4,« Pas d'info »
780,2022-06-02T04:00:00,9,2.0.1,4,Bus bondé...
781,2019-05-07T20:00:00,9,1.0.0,2,
782,2019-02-16T05:00:00,10,2.0.0,4,Clim en panne
783,2022-05-15T07:00:00,999,2.0.0,4,Trajet OK
784,2019-08-31T13:00:00,9,1.0.0,2,Clim en panne
785,2021-10-08T09:00:00,2,1.0.0,4,Null
786,2020-06-13T20:00:00,1,1.1.0,2,Clim en panne
787,2021-10-05T06:00:00,999,1.0.0,4,Trajet OK
788,2022-01-27T21:00:00,9,2.0.0,2,Null
789,2021-12-02T00:00:00,3,2.0.0,3,Trajet OK
790,2019-08-04T22:00:00,10,2.0.0,5,Bus bondé...
791,2020-05-22T10:00:00,1,1.0.0,2,Trajet OK
792,2022-07-24T16:00:00,4,1.1.0,2,RAS
793,2022-11-10T16:00:00,7,2.0.0,5,Station sale
794,2021-01-24T21:00:00,1,1.1.0,2,RAS
795,2019-03-07T15:00:00,4,2.0.0,2,Service interrompu
796,2019-06-16T04:00:00,10,2.0.0,1,
797,2021-10-03T02:00:00,10,2.0.0,5,
798,2020-10-31T15:00:00,6,1.0.0,5,Retard > 30min!!!
799,2020-06-28T05:00:00,10,2.0.0,4,Correspondance ratée
800,2019-12-15T08:00:00,9,1.0.0,5,Clim en panne
801,2019-05-24T11:00:00,1,1.0.0,5,Trajet OK
802,2020-05-21T23:00:00,4,1.0.0,1,👍
803,2019-05-24T16:00:00,9,2.0.0,,Null
804,2021-07-26T05:00:00,8,2.0.1,3,RAS
805,2022-05-01T13:00:00,999,1.1.0,1,Service interrompu
806,2021-06-30T21:00:00,7,1.1.0,4,Station sale
807,2020-01-31T18:00:00,6,2.0.0,,Trop de retard 😡
808,2019-06-30T03:00:00,999,2.0.0,3,« Pas d'info »
809,2022-01-07T07:00:00,1,1.1.0,1,Station sale
810,2020-02-04T13:00:00,999,2.0.0,,Bus bondé...
811,2022-02-17T09:00:00,9,2.0.1,3,Station sale
812,2021-09-15T21:00:00,1,1.0.0,5,Correspondance ratée
813,2022-10-24T02:00:00,6,2.0.0,2,
814,2020-09-24T03:00:00,8,2.0.1,,RAS
815,2020-01-20T17:00:00,8,2.0.1,1,Clim en panne
816,2021-10-21T14:00:00,8,1.0.0,4,Service interrompu
817,2019-04-13T17:00:00,10,1.0.0,1,« Pas d'info »
818,2019-07-09T10:00:00,7,2.0.0,,Trop de retard 😡
819,2020-08-11T22:00:00,4,2.0.0,5,Retard > 30min!!!
820,2020-09-11T09:00:00,5,1.0.0,,Bus bondé...
821,2022-07-03T15:00:00,10,1.0.0,5,Trop de retard 😡
822,2022-12-29T00:00:00,9,2.0.0,4,Trajet OK
823,2019-07-09T03:00:00,3,2.0.0,,Bus bondé...
824,2020-12-25T13:00:00,6,2.0.0,5,👍
825,2020-01-19T04:00:00,8,2.0.1,3,👍
826,2019-09-28T03:00:00,1,1.0.0,,Null
827,2019-09-14T04:00:00,4,2.0.1,4,Clim en panne
828,2021-07-13T08:00:00,5,2.0.0,4,Retard > 30min!!!
829,2021-05-14T13:00:00,8,1.1.0,1,Trajet OK
830,2019-07-30T21:00:00,999,1.0.0,4,« Pas d'info »
831,2019-02-01T13:00:00,5,2.0.0,5,RAS
832,2020-12-01T16:00:00,Z-6,2.0.1,3,Trop de retard 😡
833,2022-09-08T11:00:00,6,1.1.0,2,
834,2022-12-04T12:00:00,5,2.0.0,2,« Pas d'info »
835,2020-09-22T00:00:00,6,1.1.0,1,Bus bondé...
836,2019-09-28T06:00:00,9,2.0.1,2,
837,2022-07-13T04:00:00,4,1.0.0,1,Retard > 30min!!!
838,2019-04-28T21:00:00,6,1.1.0,2,Clim en panne
839,2021-07-19T11:00:00,9,2.0.0,1,
840,2020-08-17T18:00:00,7,1.1.0,2,Insécurité ressentie la nuit
841,2021-07-11T08:00:00,2,2.0.0,2,RAS
842,2021-04-18T05:00:00,2,2.0.0,2,Service interrompu
843,2020-10-01T03:00:00,999,2.0.1,4,« Pas d'info »
844,2020-10-14T04:00:00,3,2.0.0,2,Station sale
845,2019-04-11T06:00:00,10,2.0.0,1,RAS
846,2019-03-18T23:00:00,7,2.0.1,,Insécurité ressentie la nuit
847,2021-01-23T20:00:00,10,2.0.1,3,Null
848,2022-08-07T10:00:00,5,2.0.0,5,Retard > 30min!!!
849,2021-09-05T20:00:00,2,2.0.1,1,Trop de retard 😡
850,2019-12-31T01:00:00,5,1.0.0,1,Service interrompu
851,2021-03-16T04:00:00,4,2.0.1,,Service interrompu
852,2022-02-09T09:00:00,5,1.0.0,3,Insécurité ressentie la nuit
853,2022-04-21T06:00:00,9,1.0.0,5,Clim en panne
854,2021-01-27T19:00:00,9,1.0.0,,Trop de retard 😡
855,2022-05-08T22:00:00,1,2.0.0,,Null
856,2020-05-29T18:00:00,5,2.0.0,,
857,2020-11-28T01:00:00,Z-6,1.1.0,1,Null
858,2022-05-27T00:00:00,9,2.0.0,4,Insécurité ressentie la nuit
859,2022-02-16T04:00:00,6,2.0.1,2,Null
860,2022-08-06T23:00:00,3,1.1.0,4,Trop de retard 😡
861,2022-12-14T16:00:00,9,2.0.1,1,Correspondance ratée
862,2020-10-11T03:00:00,2,1.1.0,,« Pas d'info »
863,2022-01-13T15:00:00,10,2.0.0,5,Retard > 30min!!!
864,2021-12-03T10:00:00,10,2.0.0,2,👍
865,2022-11-02T13:00:00,Z-3,2.0.1,4,
866,2019-08-06T10:00:00,9,2.0.1,1,Correspondance ratée
867,2021-07-13T14:00:00,4,1.0.0,3,Insécurité ressentie la nuit
868,2020-10-22T00:00:00,6,1.1.0,,Clim en panne
869,2019-05-06T01:00:00,6,1.0.0,5,Retard > 30min!!!
870,2020-12-17T11:00:00,1,2.0.1,5,
871,2019-05-27T16:00:00,7,2.0.0,3,Bus bondé...
872,2019-01-14T02:00:00,2,1.0.0,3,RAS
873,2021-01-20T10:00:00,2,2.0.0,5,Clim en panne
874,2019-06-13T13:00:00,10,1.0.0,5,« Pas d'info »
