price_id|region|periode_mois|annee|mois|fuel_type|prix_unitaire|devise
396|Provence-Alpes-Côte d'Azur|2021-12|2021|12|electric_kwh|NA|EUR
494|Occitanie|2020-09|2020|9|essence|NA|EUR
1095|Grand Est|2021-05|2021|5|electric_kwh|€0.25|€
35|Île-de-France|2019-12|2019|12|essence|1.371|eur
210|Auvergne-Rhône-Alpes|2020-10|2020|10|electric_kwh|0.280|€
650|Nouvelle-Aquitaine|2021-01|2021|1|essence|1,294|eur
629|Nouvelle-Aquitaine|2020-06|2020|6|essence|NA|eur
308|Provence-Alpes-Côte d'Azur|2019-07|2019|7|essence|€1.40|eur
1114|Grand Est|2021-12|2021|12|diesel|1.301|eur
1066|Grand Est|2020-08|2020|8|diesel|NA|EUR
437|Occitanie|2019-02|2019|2|essence|1.564|€
274|Auvergne-Rhône-Alpes|2022-08|2022|8|diesel|€1.43|EUR
338|Provence-Alpes-Côte d'Azur|2020-05|2020|5|essence|1.396|eur
181|Auvergne-Rhône-Alpes|2020-01|2020|1|diesel|1.387|EUR
137|Île-de-France|2022-10|2022|10|essence|€1.55|€
290|Provence-Alpes-Côte d'Azur|2019-01|2019|1|essence|1.462|eur
332|Provence-Alpes-Côte d'Azur|2020-03|2020|3|essence|1.420|EUR
403|Provence-Alpes-Côte d'Azur|2022-03|2022|3|diesel|1.424|eur
905|Pays de la Loire|2020-02|2020|2|essence|1.381|EUR
278|Auvergne-Rhône-Alpes|2022-09|2022|9|essence|1.655|€
346|Provence-Alpes-Côte d'Azur|2020-08|2020|8|diesel|NA|EUR
967|Pays de la Loire|2021-11|2021|11|diesel|1,380|€
539|Occitanie|2021-12|2021|12|essence|1.374|€
950|Pays de la Loire|2021-05|2021|5|essence|€1.48|€
789|Hauts-de-France|2020-11|2020|11|electric_kwh|0,152|EUR
540|Occitanie|2021-12|2021|12|electric_kwh|0,327|€
656|Nouvelle-Aquitaine|2021-03|2021|3|essence|1.510|€
578|Nouvelle-Aquitaine|2019-01|2019|1|essence|€1.66|EUR
915|Pays de la Loire|2020-05|2020|5|electric_kwh|€0.17|EUR
463|Occitanie|2019-11|2019|11|diesel|1.399|EUR
1135|Grand Est|2022-07|2022|7|diesel|1,398|eur
43|Île-de-France|2020-03|2020|3|diesel|1.170|eur
305|Provence-Alpes-Côte d'Azur|2019-06|2019|6|essence|€1.46|€
488|Occitanie|2020-07|2020|7|essence|€1.67|€
862|Hauts-de-France|2022-12|2022|12|diesel|1,441|€
195|Auvergne-Rhône-Alpes|2020-05|2020|5|electric_kwh|0,197|eur
1137|Grand Est|2022-07|2022|7|electric_kwh|€0.16|€
1042|Grand Est|2019-12|2019|12|diesel|1.205|EUR
300|Provence-Alpes-Côte d'Azur|2019-04|2019|4|electric_kwh|0.094|eur
1128|Grand Est|2022-04|2022|4|electric_kwh|€0.22|€
1019|Grand Est|2019-04|2019|4|essence|1.632|EUR
781|Hauts-de-France|2020-09|2020|9|diesel|1,352|eur
121|Île-de-France|2022-05|2022|5|diesel|€1.42|€
898|Pays de la Loire|2019-12|2019|12|diesel|1.586|EUR
107|Île-de-France|2021-12|2021|12|essence|1,386|eur
114|Île-de-France|2022-02|2022|2|electric_kwh|0.143|€
480|Occitanie|2020-04|2020|4|electric_kwh|€0.14|€
813|Hauts-de-France|2021-07|2021|7|electric_kwh|0,215|€
583|Nouvelle-Aquitaine|2019-03|2019|3|diesel|1,317|€
132|Île-de-France|2022-08|2022|8|electric_kwh|0.050|€
612|Nouvelle-Aquitaine|2019-12|2019|12|electric_kwh|0.050|eur
803|Hauts-de-France|2021-04|2021|4|essence|1,522|€
1092|Grand Est|2021-04|2021|4|electric_kwh|0,121|EUR
805|Hauts-de-France|2021-05|2021|5|diesel|1.371|€
365|Provence-Alpes-Côte d'Azur|2021-02|2021|2|essence|1,528|EUR
670|Nouvelle-Aquitaine|2021-08|2021|8|diesel|1.259|EUR
572|Occitanie|2022-11|2022|11|essence|1.375|EUR
468|Occitanie|2019-12|2019|12|electric_kwh|0.194|eur
635|Nouvelle-Aquitaine|2020-08|2020|8|essence|1.426|eur
694|Nouvelle-Aquitaine|2022-04|2022|4|diesel|1,372|€
1021|Grand Est|2019-05|2019|5|diesel|€1.38|EUR
662|Nouvelle-Aquitaine|2021-05|2021|5|essence|1,368|€
91|Île-de-France|2021-07|2021|7|diesel|1,418|€
863|Hauts-de-France|2022-12|2022|12|essence|1.451|eur
775|Hauts-de-France|2020-07|2020|7|diesel|€1.23|€
295|Provence-Alpes-Côte d'Azur|2019-03|2019|3|diesel|1,322|eur
221|Auvergne-Rhône-Alpes|2021-02|2021|2|essence|1,402|€
724|Hauts-de-France|2019-02|2019|2|diesel|1,361|EUR
535|Occitanie|2021-11|2021|11|diesel|€1.29|€
998|Pays de la Loire|2022-09|2022|9|essence|1.457|eur
289|Provence-Alpes-Côte d'Azur|2019-01|2019|1|diesel|1.381|€
568|Occitanie|2022-10|2022|10|diesel|NA|EUR
182|Auvergne-Rhône-Alpes|2020-01|2020|1|essence|1,374|€
926|Pays de la Loire|2020-09|2020|9|essence|1.565|€
473|Occitanie|2020-02|2020|2|essence|€1.60|eur
1082|Grand Est|2021-01|2021|1|essence|1,407|€
579|Nouvelle-Aquitaine|2019-01|2019|1|electric_kwh|0.104|€
54|Île-de-France|2020-06|2020|6|electric_kwh|€0.09|eur
283|Auvergne-Rhône-Alpes|2022-11|2022|11|diesel|€1.46|eur
858|Hauts-de-France|2022-10|2022|10|electric_kwh||€
737|Hauts-de-France|2019-06|2019|6|essence|1.440|EUR
429|Provence-Alpes-Côte d'Azur|2022-11|2022|11|electric_kwh|0.050|eur
399|Provence-Alpes-Côte d'Azur|2022-01|2022|1|electric_kwh|€0.16|€
446|Occitanie|2019-05|2019|5|essence|1.624|EUR
852|Hauts-de-France|2022-08|2022|8|electric_kwh|0.050|eur
51|Île-de-France|2020-05|2020|5|electric_kwh||EUR
382|Provence-Alpes-Côte d'Azur|2021-08|2021|8|diesel|€1.37|EUR
9|Île-de-France|2019-03|2019|3|electric_kwh|NA|EUR
1112|Grand Est|2021-11|2021|11|essence|1.517|EUR
296|Provence-Alpes-Côte d'Azur|2019-03|2019|3|essence|1.553|EUR
84|Île-de-France|2021-04|2021|4|electric_kwh|€0.36|EUR
944|Pays de la Loire|2021-03|2021|3|essence|1,398|€
961|Pays de la Loire|2021-09|2021|9|diesel|€1.32|€
754|Hauts-de-France|2019-12|2019|12|diesel|1.327|eur
1061|Grand Est|2020-06|2020|6|essence|1.475|€
585|Nouvelle-Aquitaine|2019-03|2019|3|electric_kwh|0,158|eur
1145|Grand Est|2022-10|2022|10|essence|NA|eur
1117|Grand Est|2022-01|2022|1|diesel|€1.39|EUR
602|Nouvelle-Aquitaine|2019-09|2019|9|essence|€1.30|EUR
